total_mass_source chirp_mass_source mass_ratio chi_eff
2.7265 1.1868 1.0065 0.0003
2.7262 1.1867 1.0065 0.0003
2.7242 1.1858 1.0065 0.0003
2.7276 1.1867 1.0561 -0.0029
2.7275 1.1867 1.0561 -0.0029
2.7266 1.1863 1.0561 -0.0029
2.7274 1.1866 1.0561 -0.0029
2.7278 1.1868 1.0561 -0.0029
2.7326 1.1868 1.1282 0.0003
2.7327 1.1869 1.1282 0.0003
2.7310 1.1861 1.1282 0.0003
2.7318 1.1865 1.1282 0.0003
2.7308 1.1861 1.1282 0.0003
2.7256 1.1859 0.9508 0.0006
2.7265 1.1863 0.9508 0.0006
2.7260 1.1861 0.9508 0.0006
2.7261 1.1862 0.9508 0.0006
2.7543 1.1858 1.3114 0.0142
2.7547 1.1859 1.3114 0.0142
2.7537 1.1855 1.3114 0.0142
2.7551 1.1861 1.3114 0.0142
2.7553 1.1862 1.3114 0.0142
2.7248 1.1857 1.0433 -0.0035
2.7237 1.1852 1.0433 -0.0035
2.7255 1.1860 1.0433 -0.0035
2.7241 1.1854 1.0433 -0.0035
2.7242 1.1854 1.0433 -0.0035
2.7304 1.1872 1.0899 0.0042
2.7304 1.1871 1.0899 0.0042
2.7313 1.1876 1.0899 0.0042
2.7286 1.1864 1.0899 0.0042
2.7304 1.1872 1.0899 0.0042
2.7225 1.1850 0.9967 0.0016
2.7224 1.1850 0.9967 0.0016
2.7242 1.1858 0.9967 0.0016
2.7220 1.1848 0.9967 0.0016
2.7225 1.1850 0.9967 0.0016
2.7511 1.1866 0.7810 0.0131
2.7527 1.1873 0.7810 0.0131
2.7524 1.1872 0.7810 0.0131
2.7518 1.1869 0.7810 0.0131
2.7529 1.1874 0.7810 0.0131
2.7237 1.1855 0.9922 -0.0030
2.7244 1.1859 0.9922 -0.0030
2.7215 1.1846 0.9922 -0.0030
2.7254 1.1863 0.9922 -0.0030
2.7243 1.1858 0.9922 -0.0030
2.7276 1.1855 0.9052 -0.0001
2.7279 1.1856 0.9052 -0.0001
2.7285 1.1859 0.9052 -0.0001
2.7274 1.1854 0.9052 -0.0001
2.7422 1.1868 0.8220 0.0090
2.7414 1.1864 0.8220 0.0090
2.7418 1.1866 0.8220 0.0090
2.7396 1.1856 0.8220 0.0090
2.7417 1.1866 0.8220 0.0090
2.7240 1.1857 1.0014 0.0008
2.7244 1.1859 1.0014 0.0008
2.7225 1.1850 1.0014 0.0008
2.7237 1.1856 1.0014 0.0008
2.7231 1.1853 1.0014 0.0008
2.7299 1.1873 1.0760 0.0005
2.7317 1.1881 1.0760 0.0005
2.7292 1.1870 1.0760 0.0005
2.7297 1.1872 1.0760 0.0005
2.7291 1.1869 1.0760 0.0005
2.7355 1.1867 1.1613 0.0033
2.7359 1.1869 1.1613 0.0033
2.7354 1.1867 1.1613 0.0033
2.7353 1.1866 1.1613 0.0033
2.7353 1.1866 1.1613 0.0033
2.7367 1.1881 1.1415 0.0040
2.7377 1.1885 1.1415 0.0040
2.7376 1.1885 1.1415 0.0040
2.7375 1.1884 1.1415 0.0040
2.7359 1.1877 1.1415 0.0040
2.7252 1.1856 0.9430 -0.0002
2.7243 1.1852 0.9430 -0.0002
2.7254 1.1857 0.9430 -0.0002
2.7221 1.1843 0.9430 -0.0002
2.7252 1.1856 0.9430 -0.0002
2.7358 1.1874 1.1479 -0.0012
2.7360 1.1875 1.1479 -0.0012
2.7349 1.1870 1.1479 -0.0012
2.7357 1.1874 1.1479 -0.0012
2.7255 1.1862 1.0257 -0.0022
2.7271 1.1869 1.0257 -0.0022
2.7255 1.1862 1.0257 -0.0022
2.7270 1.1869 1.0257 -0.0022
2.7270 1.1869 1.0257 -0.0022
2.7264 1.1859 1.0687 0.0009
2.7266 1.1861 1.0687 0.0009
2.7261 1.1858 1.0687 0.0009
2.7248 1.1853 1.0687 0.0009
2.7258 1.1857 1.0687 0.0009
2.7305 1.1879 1.0602 -0.0019
2.7329 1.1890 1.0602 -0.0019
2.7320 1.1886 1.0602 -0.0019
2.7308 1.1881 1.0602 -0.0019
2.7314 1.1883 1.0602 -0.0019
2.7293 1.1846 0.8716 -0.0068
2.7294 1.1847 0.8716 -0.0068
2.7299 1.1849 0.8716 -0.0068
2.7303 1.1851 0.8716 -0.0068
2.7303 1.1851 0.8716 -0.0068
2.7292 1.1875 1.0509 -0.0007
2.7287 1.1873 1.0509 -0.0007
2.7270 1.1866 1.0509 -0.0007
2.7283 1.1871 1.0509 -0.0007
2.7269 1.1865 1.0509 -0.0007
2.7329 1.1887 1.0732 0.0005
2.7311 1.1879 1.0732 0.0005
2.7319 1.1882 1.0732 0.0005
2.7324 1.1885 1.0732 0.0005
2.7320 1.1883 1.0732 0.0005
2.7438 1.1896 1.1767 0.0014
2.7444 1.1898 1.1767 0.0014
2.7449 1.1901 1.1767 0.0014
2.7433 1.1893 1.1767 0.0014
2.7283 1.1866 1.0771 0.0046
2.7260 1.1856 1.0771 0.0046
2.7268 1.1859 1.0771 0.0046
2.7271 1.1861 1.0771 0.0046
2.7262 1.1857 1.0771 0.0046
2.7356 1.1906 0.9684 0.0033
2.7345 1.1901 0.9684 0.0033
2.7352 1.1904 0.9684 0.0033
2.7359 1.1907 0.9684 0.0033
2.7360 1.1907 0.9684 0.0033
2.7446 1.1852 1.2588 0.0046
2.7450 1.1854 1.2588 0.0046
2.7441 1.1850 1.2588 0.0046
2.7446 1.1852 1.2588 0.0046
2.7454 1.1856 1.2588 0.0046
2.7293 1.1863 0.9070 -0.0017
2.7277 1.1856 0.9070 -0.0017
2.7276 1.1856 0.9070 -0.0017
2.7266 1.1851 0.9070 -0.0017
2.7272 1.1854 0.9070 -0.0017
2.7358 1.1887 1.1154 0.0004
2.7343 1.1881 1.1154 0.0004
2.7362 1.1889 1.1154 0.0004
2.7351 1.1884 1.1154 0.0004
2.7366 1.1891 1.1154 0.0004
2.7439 1.1857 1.2470 0.0030
2.7434 1.1854 1.2470 0.0030
2.7452 1.1862 1.2470 0.0030
2.7460 1.1866 1.2470 0.0030
2.7415 1.1849 0.8045 0.0022
2.7432 1.1856 0.8045 0.0022
2.7428 1.1854 0.8045 0.0022
2.7431 1.1856 0.8045 0.0022
2.7426 1.1853 0.8045 0.0022
2.7424 1.1908 1.1353 0.0011
2.7424 1.1908 1.1353 0.0011
2.7432 1.1912 1.1353 0.0011
2.7430 1.1911 1.1353 0.0011
2.7431 1.1911 1.1353 0.0011
2.7323 1.1851 1.1657 0.0077
2.7309 1.1845 1.1657 0.0077
2.7341 1.1859 1.1657 0.0077
2.7341 1.1859 1.1657 0.0077
2.7332 1.1855 1.1657 0.0077
2.7403 1.1871 1.1949 0.0070
2.7399 1.1870 1.1949 0.0070
2.7411 1.1875 1.1949 0.0070
2.7400 1.1870 1.1949 0.0070
2.7400 1.1870 1.1949 0.0070
2.7518 1.1878 1.2674 0.0107
2.7510 1.1874 1.2674 0.0107
2.7516 1.1877 1.2674 0.0107
2.7515 1.1876 1.2674 0.0107
2.7511 1.1875 1.2674 0.0107
2.7245 1.1857 0.9664 0.0026
2.7230 1.1850 0.9664 0.0026
2.7221 1.1847 0.9664 0.0026
2.7235 1.1853 0.9664 0.0026
2.7341 1.1894 0.9395 -0.0006
2.7354 1.1899 0.9395 -0.0006
2.7345 1.1896 0.9395 -0.0006
2.7342 1.1894 0.9395 -0.0006
2.7352 1.1899 0.9395 -0.0006
2.7239 1.1852 0.9520 -0.0008
2.7253 1.1858 0.9520 -0.0008
2.7243 1.1854 0.9520 -0.0008
2.7247 1.1856 0.9520 -0.0008
2.7259 1.1861 0.9520 -0.0008
2.7243 1.1850 1.0700 -0.0013
2.7258 1.1857 1.0700 -0.0013
2.7255 1.1855 1.0700 -0.0013
2.7244 1.1850 1.0700 -0.0013
2.7229 1.1844 1.0700 -0.0013
2.7363 1.1870 1.1627 0.0028
2.7369 1.1873 1.1627 0.0028
2.7355 1.1866 1.1627 0.0028
2.7375 1.1875 1.1627 0.0028
2.7363 1.1870 1.1627 0.0028
2.7430 1.1868 1.2208 0.0071
2.7435 1.1871 1.2208 0.0071
2.7443 1.1874 1.2208 0.0071
2.7445 1.1875 1.2208 0.0071
2.7436 1.1871 1.2208 0.0071
2.7261 1.1864 0.9657 -0.0013
2.7279 1.1872 0.9657 -0.0013
2.7269 1.1868 0.9657 -0.0013
2.7271 1.1868 0.9657 -0.0013
2.7487 1.1889 1.2280 0.0026
2.7492 1.1891 1.2280 0.0026
2.7485 1.1888 1.2280 0.0026
2.7489 1.1890 1.2280 0.0026
2.7493 1.1891 1.2280 0.0026
2.7405 1.1880 0.8473 0.0032
2.7410 1.1882 0.8473 0.0032
2.7400 1.1878 0.8473 0.0032
2.7408 1.1881 0.8473 0.0032
2.7421 1.1887 0.8473 0.0032
2.7428 1.1902 1.1539 -0.0058
2.7424 1.1900 1.1539 -0.0058
2.7427 1.1902 1.1539 -0.0058
2.7434 1.1905 1.1539 -0.0058
2.7430 1.1903 1.1539 -0.0058
2.7286 1.1869 1.0711 -0.0008
2.7281 1.1866 1.0711 -0.0008
2.7284 1.1868 1.0711 -0.0008
2.7304 1.1876 1.0711 -0.0008
2.7287 1.1869 1.0711 -0.0008
2.7294 1.1870 1.0800 0.0022
2.7299 1.1872 1.0800 0.0022
2.7290 1.1868 1.0800 0.0022
2.7302 1.1873 1.0800 0.0022
2.7304 1.1882 1.0372 -0.0035
2.7306 1.1883 1.0372 -0.0035
2.7312 1.1886 1.0372 -0.0035
2.7316 1.1888 1.0372 -0.0035
2.7312 1.1886 1.0372 -0.0035
2.7337 1.1893 1.0607 -0.0064
2.7351 1.1899 1.0607 -0.0064
2.7334 1.1891 1.0607 -0.0064
2.7353 1.1900 1.0607 -0.0064
2.7341 1.1895 1.0607 -0.0064
2.7507 1.1866 1.2780 0.0095
2.7514 1.1869 1.2780 0.0095
2.7509 1.1866 1.2780 0.0095
2.7501 1.1863 1.2780 0.0095
2.7498 1.1862 1.2780 0.0095
2.7285 1.1874 1.0382 0.0047
2.7270 1.1868 1.0382 0.0047
2.7274 1.1869 1.0382 0.0047
2.7285 1.1874 1.0382 0.0047
2.7283 1.1873 1.0382 0.0047
2.7297 1.1859 0.8925 0.0020
2.7290 1.1855 0.8925 0.0020
2.7290 1.1856 0.8925 0.0020
2.7290 1.1856 0.8925 0.0020
2.7289 1.1855 0.8925 0.0020
2.7402 1.1877 1.1836 0.0046
2.7405 1.1878 1.1836 0.0046
2.7394 1.1873 1.1836 0.0046
2.7405 1.1878 1.1836 0.0046
2.7408 1.1859 0.8197 0.0055
2.7419 1.1864 0.8197 0.0055
2.7396 1.1854 0.8197 0.0055
2.7408 1.1859 0.8197 0.0055
2.7404 1.1858 0.8197 0.0055
2.7338 1.1888 1.0859 -0.0034
2.7331 1.1885 1.0859 -0.0034
2.7335 1.1886 1.0859 -0.0034
2.7347 1.1891 1.0859 -0.0034
2.7340 1.1888 1.0859 -0.0034
2.7322 1.1877 1.0966 0.0030
2.7322 1.1878 1.0966 0.0030
2.7321 1.1877 1.0966 0.0030
2.7321 1.1877 1.0966 0.0030
2.7321 1.1877 1.0966 0.0030
2.7565 1.1869 1.3090 0.0038
2.7552 1.1863 1.3090 0.0038
2.7565 1.1869 1.3090 0.0038
2.7564 1.1868 1.3090 0.0038
2.7563 1.1868 1.3090 0.0038
2.7356 1.1870 0.8646 0.0046
2.7343 1.1864 0.8646 0.0046
2.7329 1.1858 0.8646 0.0046
2.7349 1.1867 0.8646 0.0046
2.7345 1.1865 0.8646 0.0046
2.7383 1.1911 1.0680 0.0014
2.7387 1.1913 1.0680 0.0014
2.7388 1.1914 1.0680 0.0014
2.7388 1.1914 1.0680 0.0014
2.7358 1.1899 0.9291 0.0004
2.7360 1.1900 0.9291 0.0004
2.7354 1.1897 0.9291 0.0004
2.7368 1.1903 0.9291 0.0004
2.7362 1.1900 0.9291 0.0004
2.7477 1.1879 0.8079 0.0072
2.7474 1.1878 0.8079 0.0072
2.7473 1.1877 0.8079 0.0072
2.7472 1.1877 0.8079 0.0072
2.7471 1.1876 0.8079 0.0072
2.7327 1.1895 0.9882 -0.0016
2.7342 1.1901 0.9882 -0.0016
2.7334 1.1898 0.9882 -0.0016
2.7330 1.1896 0.9882 -0.0016
2.7323 1.1893 0.9882 -0.0016
2.7417 1.1883 1.1834 0.0027
2.7420 1.1885 1.1834 0.0027
2.7418 1.1884 1.1834 0.0027
2.7422 1.1886 1.1834 0.0027
2.7419 1.1884 1.1834 0.0027
2.7621 1.1911 1.2840 0.0081
2.7620 1.1911 1.2840 0.0081
2.7621 1.1911 1.2840 0.0081
2.7623 1.1912 1.2840 0.0081
2.7311 1.1882 1.0611 0.0005
2.7314 1.1883 1.0611 0.0005
2.7308 1.1880 1.0611 0.0005
2.7302 1.1878 1.0611 0.0005
2.7301 1.1877 1.0611 0.0005
2.7358 1.1864 1.1709 0.0047
2.7383 1.1875 1.1709 0.0047
2.7376 1.1872 1.1709 0.0047
2.7372 1.1870 1.1709 0.0047
2.7361 1.1865 1.1709 0.0047
2.7248 1.1854 1.0624 0.0002
2.7246 1.1853 1.0624 0.0002
2.7269 1.1863 1.0624 0.0002
2.7248 1.1854 1.0624 0.0002
2.7251 1.1855 1.0624 0.0002
2.7355 1.1877 0.8788 -0.0036
2.7365 1.1882 0.8788 -0.0036
2.7368 1.1883 0.8788 -0.0036
2.7358 1.1879 0.8788 -0.0036
2.7356 1.1878 0.8788 -0.0036
2.7310 1.1887 1.0058 -0.0003
2.7325 1.1894 1.0058 -0.0003
2.7319 1.1891 1.0058 -0.0003
2.7314 1.1889 1.0058 -0.0003
2.7325 1.1859 0.8690 0.0008
2.7331 1.1862 0.8690 0.0008
2.7324 1.1858 0.8690 0.0008
2.7333 1.1862 0.8690 0.0008
2.7304 1.1850 0.8690 0.0008
2.7406 1.1904 0.8893 -0.0019
2.7397 1.1901 0.8893 -0.0019
2.7403 1.1903 0.8893 -0.0019
2.7402 1.1903 0.8893 -0.0019
2.7399 1.1902 0.8893 -0.0019
2.7489 1.1863 1.2706 0.0042
2.7473 1.1856 1.2706 0.0042
2.7499 1.1867 1.2706 0.0042
2.7503 1.1869 1.2706 0.0042
2.7504 1.1870 1.2706 0.0042
2.7293 1.1880 1.0084 0.0017
2.7286 1.1877 1.0084 0.0017
2.7297 1.1881 1.0084 0.0017
2.7283 1.1875 1.0084 0.0017
2.7295 1.1881 1.0084 0.0017
2.7430 1.1854 0.8034 0.0071
2.7435 1.1857 0.8034 0.0071
2.7424 1.1852 0.8034 0.0071
2.7438 1.1858 0.8034 0.0071
2.7433 1.1856 0.8034 0.0071
2.7350 1.1854 0.8440 0.0069
2.7358 1.1857 0.8440 0.0069
2.7367 1.1861 0.8440 0.0069
2.7365 1.1860 0.8440 0.0069
2.7306 1.1865 0.8974 0.0009
2.7321 1.1871 0.8974 0.0009
2.7310 1.1867 0.8974 0.0009
2.7295 1.1860 0.8974 0.0009
2.7304 1.1864 0.8974 0.0009
2.7357 1.1859 1.1813 0.0068
2.7346 1.1854 1.1813 0.0068
2.7364 1.1861 1.1813 0.0068
2.7354 1.1857 1.1813 0.0068
2.7359 1.1859 1.1813 0.0068
2.7463 1.1916 0.8647 0.0008
2.7460 1.1915 0.8647 0.0008
2.7465 1.1917 0.8647 0.0008
2.7458 1.1914 0.8647 0.0008
2.7458 1.1914 0.8647 0.0008
2.7270 1.1869 1.0259 -0.0067
2.7270 1.1869 1.0259 -0.0067
2.7263 1.1866 1.0259 -0.0067
2.7272 1.1870 1.0259 -0.0067
2.7262 1.1865 1.0259 -0.0067
2.7361 1.1910 0.9996 -0.0034
2.7365 1.1911 0.9996 -0.0034
2.7357 1.1908 0.9996 -0.0034
2.7362 1.1910 0.9996 -0.0034
2.7311 1.1878 1.0764 -0.0022
2.7320 1.1882 1.0764 -0.0022
2.7305 1.1875 1.0764 -0.0022
2.7314 1.1879 1.0764 -0.0022
2.7317 1.1881 1.0764 -0.0022
2.7276 1.1866 1.0605 0.0027
2.7266 1.1862 1.0605 0.0027
2.7294 1.1874 1.0605 0.0027
2.7280 1.1868 1.0605 0.0027
2.7262 1.1860 1.0605 0.0027
2.7258 1.1855 1.0765 0.0001
2.7265 1.1858 1.0765 0.0001
2.7260 1.1856 1.0765 0.0001
2.7251 1.1852 1.0765 0.0001
2.7255 1.1854 1.0765 0.0001
2.7301 1.1871 0.9201 -0.0010
2.7297 1.1869 0.9201 -0.0010
2.7296 1.1869 0.9201 -0.0010
2.7300 1.1871 0.9201 -0.0010
2.7294 1.1868 0.9201 -0.0010
2.7314 1.1887 0.9688 0.0016
2.7306 1.1884 0.9688 0.0016
2.7317 1.1889 0.9688 0.0016
2.7303 1.1883 0.9688 0.0016
2.7357 1.1898 0.9281 -0.0031
2.7362 1.1900 0.9281 -0.0031
2.7350 1.1895 0.9281 -0.0031
2.7351 1.1895 0.9281 -0.0031
2.7346 1.1893 0.9281 -0.0031
2.7552 1.1910 1.2404 0.0027
2.7542 1.1905 1.2404 0.0027
2.7556 1.1911 1.2404 0.0027
2.7548 1.1908 1.2404 0.0027
2.7542 1.1905 1.2404 0.0027
2.7346 1.1896 1.0656 0.0003
2.7344 1.1895 1.0656 0.0003
2.7363 1.1903 1.0656 0.0003
2.7368 1.1905 1.0656 0.0003
2.7348 1.1897 1.0656 0.0003
2.7266 1.1867 0.9722 -0.0033
2.7266 1.1867 0.9722 -0.0033
2.7253 1.1861 0.9722 -0.0033
2.7253 1.1861 0.9722 -0.0033
2.7262 1.1865 0.9722 -0.0033
2.7364 1.1856 0.8387 0.0025
2.7352 1.1851 0.8387 0.0025
2.7356 1.1852 0.8387 0.0025
2.7360 1.1854 0.8387 0.0025
2.7272 1.1862 1.0745 0.0010
2.7270 1.1861 1.0745 0.0010
2.7274 1.1862 1.0745 0.0010
2.7280 1.1865 1.0745 0.0010
2.7274 1.1863 1.0745 0.0010
2.7291 1.1845 1.1480 0.0024
2.7312 1.1854 1.1480 0.0024
2.7313 1.1855 1.1480 0.0024
2.7307 1.1852 1.1480 0.0024
2.7287 1.1843 1.1480 0.0024
2.7251 1.1860 0.9681 0.0016
2.7253 1.1861 0.9681 0.0016
2.7251 1.1860 0.9681 0.0016
2.7234 1.1852 0.9681 0.0016
2.7243 1.1856 0.9681 0.0016
2.7389 1.1881 0.8587 -0.0000
2.7387 1.1879 0.8587 -0.0000
2.7389 1.1880 0.8587 -0.0000
2.7380 1.1877 0.8587 -0.0000
2.7387 1.1879 0.8587 -0.0000
2.7523 1.1869 0.7792 0.0039
2.7529 1.1871 0.7792 0.0039
2.7524 1.1870 0.7792 0.0039
2.7520 1.1868 0.7792 0.0039
2.7293 1.1854 1.1302 -0.0024
2.7302 1.1857 1.1302 -0.0024
2.7283 1.1849 1.1302 -0.0024
2.7300 1.1856 1.1302 -0.0024
2.7296 1.1855 1.1302 -0.0024
2.7368 1.1879 0.8721 0.0019
2.7366 1.1879 0.8721 0.0019
2.7379 1.1884 0.8721 0.0019
2.7353 1.1873 0.8721 0.0019
2.7373 1.1881 0.8721 0.0019
2.7369 1.1881 1.1447 0.0012
2.7368 1.1880 1.1447 0.0012
2.7370 1.1881 1.1447 0.0012
2.7372 1.1882 1.1447 0.0012
2.7366 1.1879 1.1447 0.0012
2.7232 1.1853 0.9930 -0.0056
2.7223 1.1849 0.9930 -0.0056
2.7219 1.1848 0.9930 -0.0056
2.7234 1.1854 0.9930 -0.0056
2.7227 1.1851 0.9930 -0.0056
2.7284 1.1861 1.0958 0.0035
2.7306 1.1871 1.0958 0.0035
2.7289 1.1863 1.0958 0.0035
2.7298 1.1867 1.0958 0.0035
2.7475 1.1900 1.1998 -0.0027
2.7482 1.1903 1.1998 -0.0027
2.7479 1.1902 1.1998 -0.0027
2.7467 1.1897 1.1998 -0.0027
2.7472 1.1899 1.1998 -0.0027
2.7365 1.1900 1.0842 0.0019
2.7368 1.1901 1.0842 0.0019
2.7370 1.1902 1.0842 0.0019
2.7366 1.1900 1.0842 0.0019
2.7368 1.1901 1.0842 0.0019
2.7261 1.1866 1.0045 -0.0026
2.7244 1.1859 1.0045 -0.0026
2.7256 1.1864 1.0045 -0.0026
2.7261 1.1866 1.0045 -0.0026
2.7258 1.1865 1.0045 -0.0026
2.7470 1.1861 0.7927 0.0062
2.7470 1.1861 0.7927 0.0062
2.7482 1.1866 0.7927 0.0062
2.7471 1.1861 0.7927 0.0062
2.7407 1.1870 1.2004 0.0030
2.7409 1.1871 1.2004 0.0030
2.7408 1.1871 1.2004 0.0030
2.7398 1.1866 1.2004 0.0030
2.7421 1.1876 1.2004 0.0030
2.7251 1.1862 1.0075 0.0006
2.7244 1.1858 1.0075 0.0006
2.7238 1.1856 1.0075 0.0006
2.7230 1.1852 1.0075 0.0006
2.7238 1.1856 1.0075 0.0006
2.7257 1.1857 0.9393 -0.0046
2.7239 1.1850 0.9393 -0.0046
2.7247 1.1853 0.9393 -0.0046
2.7240 1.1850 0.9393 -0.0046
2.7257 1.1857 0.9393 -0.0046
2.7401 1.1878 0.8471 -0.0010
2.7395 1.1875 0.8471 -0.0010
2.7416 1.1884 0.8471 -0.0010
2.7406 1.1880 0.8471 -0.0010
2.7401 1.1878 0.8471 -0.0010
2.7547 1.1888 1.2709 0.0017
2.7544 1.1886 1.2709 0.0017
2.7536 1.1883 1.2709 0.0017
2.7542 1.1886 1.2709 0.0017
2.7238 1.1852 0.9534 0.0034
2.7247 1.1856 0.9534 0.0034
2.7236 1.1851 0.9534 0.0034
2.7223 1.1846 0.9534 0.0034
2.7251 1.1858 0.9534 0.0034
2.7377 1.1867 1.1816 0.0039
2.7387 1.1871 1.1816 0.0039
2.7364 1.1861 1.1816 0.0039
2.7380 1.1868 1.1816 0.0039
2.7363 1.1861 1.1816 0.0039
2.7268 1.1852 1.1012 -0.0022
2.7244 1.1842 1.1012 -0.0022
2.7272 1.1854 1.1012 -0.0022
2.7242 1.1841 1.1012 -0.0022
2.7261 1.1849 1.1012 -0.0022
2.7326 1.1881 0.9185 -0.0032
2.7320 1.1879 0.9185 -0.0032
2.7324 1.1881 0.9185 -0.0032
2.7313 1.1876 0.9185 -0.0032
2.7323 1.1880 0.9185 -0.0032
2.7260 1.1865 0.9961 -0.0010
2.7261 1.1866 0.9961 -0.0010
2.7267 1.1869 0.9961 -0.0010
2.7274 1.1871 0.9961 -0.0010
2.7411 1.1871 1.2013 0.0058
2.7411 1.1871 1.2013 0.0058
2.7418 1.1875 1.2013 0.0058
2.7417 1.1874 1.2013 0.0058
2.7416 1.1874 1.2013 0.0058
2.7247 1.1857 0.9578 0.0020
2.7259 1.1862 0.9578 0.0020
2.7258 1.1862 0.9578 0.0020
2.7253 1.1859 0.9578 0.0020
2.7256 1.1860 0.9578 0.0020
2.7319 1.1862 0.8799 -0.0022
2.7308 1.1858 0.8799 -0.0022
2.7317 1.1861 0.8799 -0.0022
2.7310 1.1858 0.8799 -0.0022
2.7312 1.1859 0.8799 -0.0022
2.7788 1.1902 0.7198 0.0144
2.7806 1.1910 0.7198 0.0144
2.7800 1.1907 0.7198 0.0144
2.7798 1.1906 0.7198 0.0144
2.7277 1.1851 0.8953 0.0004
2.7290 1.1857 0.8953 0.0004
2.7284 1.1854 0.8953 0.0004
2.7297 1.1860 0.8953 0.0004
2.7261 1.1844 0.8953 0.0004
2.7267 1.1864 1.0498 0.0003
2.7286 1.1873 1.0498 0.0003
2.7283 1.1871 1.0498 0.0003
2.7279 1.1870 1.0498 0.0003
2.7267 1.1865 1.0498 0.0003
2.7432 1.1891 0.8467 -0.0037
2.7449 1.1898 0.8467 -0.0037
2.7445 1.1897 0.8467 -0.0037
2.7445 1.1897 0.8467 -0.0037
2.7452 1.1900 0.8467 -0.0037
2.7335 1.1854 0.8535 -0.0045
2.7342 1.1856 0.8535 -0.0045
2.7331 1.1852 0.8535 -0.0045
2.7351 1.1861 0.8535 -0.0045
2.7724 1.1853 1.4142 0.0116
2.7739 1.1860 1.4142 0.0116
2.7745 1.1862 1.4142 0.0116
2.7740 1.1860 1.4142 0.0116
2.7750 1.1864 1.4142 0.0116
2.7404 1.1867 0.8304 0.0014
2.7395 1.1863 0.8304 0.0014
2.7381 1.1857 0.8304 0.0014
2.7379 1.1856 0.8304 0.0014
2.7397 1.1863 0.8304 0.0014
2.7340 1.1863 1.1557 0.0023
2.7352 1.1868 1.1557 0.0023
2.7360 1.1872 1.1557 0.0023
2.7360 1.1872 1.1557 0.0023
2.7367 1.1875 1.1557 0.0023
2.7421 1.1869 1.2128 0.0070
2.7389 1.1855 1.2128 0.0070
2.7408 1.1864 1.2128 0.0070
2.7413 1.1866 1.2128 0.0070
2.7399 1.1860 1.2128 0.0070
2.7265 1.1865 1.0384 -0.0004
2.7277 1.1870 1.0384 -0.0004
2.7266 1.1866 1.0384 -0.0004
2.7272 1.1868 1.0384 -0.0004
2.7422 1.1886 0.8460 0.0030
2.7415 1.1883 0.8460 0.0030
2.7436 1.1892 0.8460 0.0030
2.7432 1.1891 0.8460 0.0030
2.7423 1.1887 0.8460 0.0030
2.7312 1.1855 0.8722 0.0078
2.7318 1.1857 0.8722 0.0078
2.7317 1.1857 0.8722 0.0078
2.7324 1.1860 0.8722 0.0078
2.7313 1.1856 0.8722 0.0078
2.7340 1.1855 0.8528 0.0041
2.7355 1.1862 0.8528 0.0041
2.7350 1.1860 0.8528 0.0041
2.7353 1.1861 0.8528 0.0041
2.7336 1.1854 0.8528 0.0041
2.7379 1.1865 1.1879 -0.0004
2.7369 1.1860 1.1879 -0.0004
2.7381 1.1866 1.1879 -0.0004
2.7382 1.1866 1.1879 -0.0004
2.7266 1.1861 1.0643 0.0031
2.7271 1.1863 1.0643 0.0031
2.7262 1.1860 1.0643 0.0031
2.7273 1.1865 1.0643 0.0031
2.7277 1.1866 1.0643 0.0031
2.7401 1.1890 1.1553 0.0054
2.7411 1.1894 1.1553 0.0054
2.7410 1.1894 1.1553 0.0054
2.7408 1.1893 1.1553 0.0054
2.7405 1.1892 1.1553 0.0054
2.7263 1.1867 0.9928 -0.0006
2.7263 1.1867 0.9928 -0.0006
2.7268 1.1869 0.9928 -0.0006
2.7264 1.1867 0.9928 -0.0006
2.7266 1.1868 0.9928 -0.0006
2.7270 1.1868 0.9654 -0.0020
2.7245 1.1857 0.9654 -0.0020
2.7272 1.1868 0.9654 -0.0020
2.7268 1.1867 0.9654 -0.0020
2.7270 1.1868 0.9654 -0.0020
2.7353 1.1895 1.0839 -0.0006
2.7338 1.1888 1.0839 -0.0006
2.7337 1.1888 1.0839 -0.0006
2.7346 1.1891 1.0839 -0.0006
2.7257 1.1864 1.0135 0.0041
2.7262 1.1866 1.0135 0.0041
2.7261 1.1866 1.0135 0.0041
2.7244 1.1858 1.0135 0.0041
2.7264 1.1867 1.0135 0.0041
2.7420 1.1909 1.1293 -0.0040
2.7424 1.1911 1.1293 -0.0040
2.7420 1.1909 1.1293 -0.0040
2.7415 1.1907 1.1293 -0.0040
2.7427 1.1912 1.1293 -0.0040
2.7343 1.1884 1.1032 0.0031
2.7320 1.1875 1.1032 0.0031
2.7328 1.1878 1.1032 0.0031
2.7340 1.1883 1.1032 0.0031
2.7341 1.1884 1.1032 0.0031
2.7356 1.1866 1.1639 -0.0034
2.7373 1.1874 1.1639 -0.0034
2.7357 1.1867 1.1639 -0.0034
2.7372 1.1873 1.1639 -0.0034
2.7282 1.1869 1.0612 0.0014
2.7289 1.1872 1.0612 0.0014
2.7283 1.1870 1.0612 0.0014
2.7293 1.1874 1.0612 0.0014
2.7285 1.1870 1.0612 0.0014
2.7382 1.1860 1.1997 0.0033
2.7390 1.1863 1.1997 0.0033
2.7384 1.1860 1.1997 0.0033
2.7391 1.1864 1.1997 0.0033
2.7376 1.1857 1.1997 0.0033
