total_mass_source chirp_mass_source mass_ratio chi_eff
2.7546 1.1882 0.7821 0.0060
2.7554 1.1886 0.7821 0.0060
2.7554 1.1886 0.7821 0.0060
2.7381 1.1861 0.8355 0.0055
2.7364 1.1853 0.8355 0.0055
2.7393 1.1866 0.8355 0.0055
2.7383 1.1862 0.8355 0.0055
2.7369 1.1856 0.8355 0.0055
2.7323 1.1892 1.0267 0.0016
2.7329 1.1894 1.0267 0.0016
2.7342 1.1900 1.0267 0.0016
2.7328 1.1894 1.0267 0.0016
2.7340 1.1899 1.0267 0.0016
2.7333 1.1895 0.9615 0.0040
2.7334 1.1895 0.9615 0.0040
2.7331 1.1894 0.9615 0.0040
2.7338 1.1897 0.9615 0.0040
2.7383 1.1873 1.1743 0.0081
2.7381 1.1872 1.1743 0.0081
2.7393 1.1878 1.1743 0.0081
2.7382 1.1873 1.1743 0.0081
2.7387 1.1875 1.1743 0.0081
2.7356 1.1879 1.1334 -0.0027
2.7347 1.1876 1.1334 -0.0027
2.7354 1.1879 1.1334 -0.0027
2.7346 1.1875 1.1334 -0.0027
2.7340 1.1901 0.9984 0.0010
2.7345 1.1902 0.9984 0.0010
2.7336 1.1899 0.9984 0.0010
2.7342 1.1901 0.9984 0.0010
2.7336 1.1899 0.9984 0.0010
2.7346 1.1855 1.1791 0.0030
2.7357 1.1859 1.1791 0.0030
2.7365 1.1863 1.1791 0.0030
2.7358 1.1860 1.1791 0.0030
2.7360 1.1861 1.1791 0.0030
2.7898 1.1899 0.6915 0.0227
2.7908 1.1903 0.6915 0.0227
2.7907 1.1903 0.6915 0.0227
2.7902 1.1901 0.6915 0.0227
2.7521 1.1890 0.7995 -0.0002
2.7514 1.1887 0.7995 -0.0002
2.7507 1.1884 0.7995 -0.0002
2.7505 1.1883 0.7995 -0.0002
2.7511 1.1886 0.7995 -0.0002
2.7238 1.1849 1.0638 0.0096
2.7248 1.1853 1.0638 0.0096
2.7259 1.1858 1.0638 0.0096
2.7245 1.1852 1.0638 0.0096
2.7247 1.1853 1.0638 0.0096
2.7381 1.1918 0.9999 0.0051
2.7381 1.1918 0.9999 0.0051
2.7383 1.1919 0.9999 0.0051
2.7390 1.1922 0.9999 0.0051
2.7273 1.1863 1.0698 0.0059
2.7269 1.1861 1.0698 0.0059
2.7262 1.1859 1.0698 0.0059
2.7279 1.1866 1.0698 0.0059
2.7263 1.1859 1.0698 0.0059
2.7378 1.1917 0.9876 0.0019
2.7375 1.1916 0.9876 0.0019
2.7380 1.1918 0.9876 0.0019
2.7380 1.1918 0.9876 0.0019
2.7309 1.1865 0.8956 0.0006
2.7326 1.1873 0.8956 0.0006
2.7325 1.1872 0.8956 0.0006
2.7306 1.1864 0.8956 0.0006
2.7322 1.1871 0.8956 0.0006
2.7348 1.1903 0.9792 -0.0005
2.7349 1.1904 0.9792 -0.0005
2.7344 1.1901 0.9792 -0.0005
2.7354 1.1906 0.9792 -0.0005
2.7353 1.1905 0.9792 -0.0005
2.7502 1.1874 1.2623 0.0057
2.7495 1.1871 1.2623 0.0057
2.7511 1.1878 1.2623 0.0057
2.7510 1.1877 1.2623 0.0057
2.7631 1.1881 1.3311 0.0018
2.7646 1.1887 1.3311 0.0018
2.7642 1.1886 1.3311 0.0018
2.7629 1.1880 1.3311 0.0018
2.7643 1.1886 1.3311 0.0018
2.7256 1.1864 0.9916 0.0000
2.7243 1.1858 0.9916 0.0000
2.7250 1.1861 0.9916 0.0000
2.7244 1.1858 0.9916 0.0000
2.7262 1.1866 0.9916 0.0000
2.7466 1.1908 1.1771 0.0005
2.7460 1.1905 1.1771 0.0005
2.7461 1.1906 1.1771 0.0005
2.7452 1.1902 1.1771 0.0005
2.7463 1.1875 0.8106 0.0030
2.7466 1.1877 0.8106 0.0030
2.7472 1.1879 0.8106 0.0030
2.7478 1.1882 0.8106 0.0030
2.7461 1.1875 0.8106 0.0030
2.7510 1.1888 1.2467 -0.0007
2.7509 1.1887 1.2467 -0.0007
2.7519 1.1892 1.2467 -0.0007
2.7518 1.1891 1.2467 -0.0007
2.7365 1.1876 0.8683 0.0065
2.7363 1.1875 0.8683 0.0065
2.7358 1.1873 0.8683 0.0065
2.7364 1.1875 0.8683 0.0065
2.7368 1.1877 0.8683 0.0065
2.7271 1.1868 0.9664 0.0021
2.7249 1.1859 0.9664 0.0021
2.7260 1.1863 0.9664 0.0021
2.7263 1.1865 0.9664 0.0021
2.7267 1.1867 0.9664 0.0021
2.7420 1.1863 0.8175 0.0015
2.7427 1.1866 0.8175 0.0015
2.7409 1.1858 0.8175 0.0015
2.7423 1.1864 0.8175 0.0015
2.7453 1.1900 1.1805 0.0003
2.7444 1.1897 1.1805 0.0003
2.7447 1.1898 1.1805 0.0003
2.7446 1.1897 1.1805 0.0003
2.7438 1.1894 1.1805 0.0003
2.7315 1.1880 1.0772 -0.0027
2.7317 1.1880 1.0772 -0.0027
2.7325 1.1884 1.0772 -0.0027
2.7318 1.1881 1.0772 -0.0027
2.7318 1.1881 1.0772 -0.0027
2.7403 1.1928 1.0101 0.0008
2.7401 1.1927 1.0101 0.0008
2.7408 1.1930 1.0101 0.0008
2.7403 1.1928 1.0101 0.0008
2.7417 1.1918 0.9105 0.0045
2.7424 1.1921 0.9105 0.0045
2.7422 1.1920 0.9105 0.0045
2.7415 1.1917 0.9105 0.0045
2.7418 1.1919 0.9105 0.0045
2.7450 1.1892 1.1940 -0.0007
2.7459 1.1896 1.1940 -0.0007
2.7451 1.1893 1.1940 -0.0007
2.7466 1.1899 1.1940 -0.0007
2.7436 1.1869 0.8170 0.0089
2.7439 1.1871 0.8170 0.0089
2.7446 1.1874 0.8170 0.0089
2.7430 1.1867 0.8170 0.0089
2.7438 1.1870 0.8170 0.0089
2.7351 1.1874 0.8754 -0.0011
2.7335 1.1867 0.8754 -0.0011
2.7347 1.1872 0.8754 -0.0011
2.7338 1.1868 0.8754 -0.0011
2.7334 1.1866 0.8754 -0.0011
2.7308 1.1881 1.0575 0.0038
2.7300 1.1877 1.0575 0.0038
2.7295 1.1875 1.0575 0.0038
2.7302 1.1878 1.0575 0.0038
2.7353 1.1901 0.9485 0.0029
2.7356 1.1902 0.9485 0.0029
2.7357 1.1903 0.9485 0.0029
2.7357 1.1903 0.9485 0.0029
2.7360 1.1904 0.9485 0.0029
2.7511 1.1858 0.7739 0.0123
2.7519 1.1861 0.7739 0.0123
2.7510 1.1857 0.7739 0.0123
2.7513 1.1859 0.7739 0.0123
2.7506 1.1856 0.7739 0.0123
2.7275 1.1870 0.9667 0.0022
2.7276 1.1870 0.9667 0.0022
2.7267 1.1867 0.9667 0.0022
2.7275 1.1870 0.9667 0.0022
2.7667 1.1875 1.3586 0.0094
2.7655 1.1870 1.3586 0.0094
2.7662 1.1873 1.3586 0.0094
2.7642 1.1864 1.3586 0.0094
2.7662 1.1873 1.3586 0.0094
2.7364 1.1897 1.0908 0.0061
2.7356 1.1894 1.0908 0.0061
2.7337 1.1886 1.0908 0.0061
2.7355 1.1893 1.0908 0.0061
2.7357 1.1894 1.0908 0.0061
2.7513 1.1916 1.2006 0.0125
2.7502 1.1911 1.2006 0.0125
2.7512 1.1915 1.2006 0.0125
2.7513 1.1916 1.2006 0.0125
2.7273 1.1864 1.0644 -0.0088
2.7246 1.1853 1.0644 -0.0088
2.7276 1.1865 1.0644 -0.0088
2.7270 1.1863 1.0644 -0.0088
2.7270 1.1863 1.0644 -0.0088
2.7375 1.1899 1.1000 -0.0024
2.7358 1.1892 1.1000 -0.0024
2.7371 1.1898 1.1000 -0.0024
2.7369 1.1897 1.1000 -0.0024
2.7365 1.1895 1.1000 -0.0024
2.7556 1.1854 1.3236 0.0090
2.7569 1.1860 1.3236 0.0090
2.7556 1.1855 1.3236 0.0090
2.7574 1.1862 1.3236 0.0090
2.7354 1.1904 1.0428 -0.0077
2.7341 1.1898 1.0428 -0.0077
2.7349 1.1901 1.0428 -0.0077
2.7344 1.1899 1.0428 -0.0077
2.7344 1.1899 1.0428 -0.0077
2.7336 1.1894 0.9509 0.0016
2.7333 1.1893 0.9509 0.0016
2.7324 1.1889 0.9509 0.0016
2.7342 1.1897 0.9509 0.0016
2.7332 1.1892 0.9509 0.0016
2.7352 1.1881 1.1253 0.0059
2.7350 1.1880 1.1253 0.0059
2.7340 1.1875 1.1253 0.0059
2.7360 1.1884 1.1253 0.0059
2.7366 1.1854 1.1979 -0.0026
2.7353 1.1848 1.1979 -0.0026
2.7369 1.1855 1.1979 -0.0026
2.7361 1.1851 1.1979 -0.0026
2.7367 1.1854 1.1979 -0.0026
2.7273 1.1870 0.9710 0.0019
2.7263 1.1865 0.9710 0.0019
2.7259 1.1864 0.9710 0.0019
2.7267 1.1867 0.9710 0.0019
2.7258 1.1863 0.9710 0.0019
2.7327 1.1895 1.0087 -0.0020
2.7319 1.1891 1.0087 -0.0020
2.7318 1.1891 1.0087 -0.0020
2.7313 1.1889 1.0087 -0.0020
2.7286 1.1869 1.0684 0.0054
2.7260 1.1858 1.0684 0.0054
2.7272 1.1863 1.0684 0.0054
2.7266 1.1861 1.0684 0.0054
2.7276 1.1865 1.0684 0.0054
2.7221 1.1847 1.0280 -0.0063
2.7223 1.1848 1.0280 -0.0063
2.7224 1.1849 1.0280 -0.0063
2.7212 1.1843 1.0280 -0.0063
2.7310 1.1887 0.9871 -0.0000
2.7305 1.1885 0.9871 -0.0000
2.7292 1.1879 0.9871 -0.0000
2.7311 1.1888 0.9871 -0.0000
2.7313 1.1888 0.9871 -0.0000
2.7445 1.1877 1.2178 -0.0006
2.7426 1.1869 1.2178 -0.0006
2.7432 1.1871 1.2178 -0.0006
2.7432 1.1871 1.2178 -0.0006
2.7433 1.1872 1.2178 -0.0006
2.7375 1.1858 1.1976 -0.0026
2.7387 1.1863 1.1976 -0.0026
2.7395 1.1867 1.1976 -0.0026
2.7396 1.1867 1.1976 -0.0026
2.7388 1.1863 1.1976 -0.0026
2.7463 1.1872 1.2389 0.0000
2.7473 1.1876 1.2389 0.0000
2.7464 1.1873 1.2389 0.0000
2.7475 1.1877 1.2389 0.0000
2.7304 1.1884 1.0275 0.0073
2.7324 1.1892 1.0275 0.0073
2.7310 1.1886 1.0275 0.0073
2.7314 1.1888 1.0275 0.0073
2.7313 1.1887 1.0275 0.0073
2.7514 1.1849 0.7659 -0.0016
2.7515 1.1850 0.7659 -0.0016
2.7510 1.1848 0.7659 -0.0016
2.7515 1.1850 0.7659 -0.0016
2.7510 1.1848 0.7659 -0.0016
2.7362 1.1878 0.8749 -0.0043
2.7363 1.1878 0.8749 -0.0043
2.7356 1.1876 0.8749 -0.0043
2.7375 1.1884 0.8749 -0.0043
2.7325 1.1893 0.9781 0.0013
2.7320 1.1891 0.9781 0.0013
2.7324 1.1892 0.9781 0.0013
2.7333 1.1897 0.9781 0.0013
2.7332 1.1896 0.9781 0.0013
2.7243 1.1855 0.9578 -0.0003
2.7229 1.1849 0.9578 -0.0003
2.7232 1.1850 0.9578 -0.0003
2.7242 1.1855 0.9578 -0.0003
2.7230 1.1849 0.9578 -0.0003
2.7674 1.1858 1.3831 0.0120
2.7673 1.1857 1.3831 0.0120
2.7674 1.1858 1.3831 0.0120
2.7672 1.1857 1.3831 0.0120
2.7603 1.1904 0.7796 0.0060
2.7618 1.1910 0.7796 0.0060
2.7613 1.1908 0.7796 0.0060
2.7618 1.1910 0.7796 0.0060
2.7614 1.1909 0.7796 0.0060
2.7310 1.1887 1.0228 -0.0007
2.7317 1.1890 1.0228 -0.0007
2.7305 1.1884 1.0228 -0.0007
2.7305 1.1884 1.0228 -0.0007
2.7316 1.1889 1.0228 -0.0007
2.7413 1.1913 0.9009 0.0016
2.7402 1.1908 0.9009 0.0016
2.7405 1.1909 0.9009 0.0016
2.7414 1.1913 0.9009 0.0016
2.7409 1.1911 0.9009 0.0016
2.7242 1.1852 0.9465 0.0025
2.7258 1.1859 0.9465 0.0025
2.7250 1.1856 0.9465 0.0025
2.7252 1.1857 0.9465 0.0025
2.7355 1.1896 1.0828 -0.0055
2.7361 1.1898 1.0828 -0.0055
2.7362 1.1899 1.0828 -0.0055
2.7361 1.1898 1.0828 -0.0055
2.7361 1.1898 1.0828 -0.0055
2.7476 1.1870 1.2503 0.0089
2.7485 1.1875 1.2503 0.0089
2.7479 1.1872 1.2503 0.0089
2.7495 1.1879 1.2503 0.0089
2.7481 1.1873 1.2503 0.0089
2.7289 1.1875 1.0418 -0.0017
2.7282 1.1872 1.0418 -0.0017
2.7275 1.1869 1.0418 -0.0017
2.7283 1.1873 1.0418 -0.0017
2.7343 1.1894 0.9368 -0.0048
2.7351 1.1897 0.9368 -0.0048
2.7354 1.1899 0.9368 -0.0048
2.7341 1.1893 0.9368 -0.0048
2.7345 1.1895 0.9368 -0.0048
2.7314 1.1873 0.9103 0.0003
2.7313 1.1873 0.9103 0.0003
2.7322 1.1877 0.9103 0.0003
2.7317 1.1875 0.9103 0.0003
2.7326 1.1879 0.9103 0.0003
2.7647 1.1892 1.3252 0.0066
2.7645 1.1892 1.3252 0.0066
2.7642 1.1890 1.3252 0.0066
2.7646 1.1892 1.3252 0.0066
2.7645 1.1891 1.3252 0.0066
2.7234 1.1854 1.0167 -0.0011
2.7236 1.1855 1.0167 -0.0011
2.7237 1.1855 1.0167 -0.0011
2.7238 1.1855 1.0167 -0.0011
2.7405 1.1923 1.0584 0.0036
2.7409 1.1925 1.0584 0.0036
2.7406 1.1923 1.0584 0.0036
2.7401 1.1921 1.0584 0.0036
2.7399 1.1920 1.0584 0.0036
2.7476 1.1887 1.2239 0.0077
2.7467 1.1883 1.2239 0.0077
2.7471 1.1885 1.2239 0.0077
2.7482 1.1889 1.2239 0.0077
2.7477 1.1887 1.2239 0.0077
2.7287 1.1876 0.9782 0.0063
2.7282 1.1874 0.9782 0.0063
2.7278 1.1872 0.9782 0.0063
2.7277 1.1872 0.9782 0.0063
2.7261 1.1865 0.9782 0.0063
2.7378 1.1854 1.2073 -0.0006
2.7368 1.1850 1.2073 -0.0006
2.7375 1.1852 1.2073 -0.0006
2.7370 1.1850 1.2073 -0.0006
2.7231 1.1852 1.0246 0.0037
2.7242 1.1857 1.0246 0.0037
2.7237 1.1855 1.0246 0.0037
2.7234 1.1853 1.0246 0.0037
2.7247 1.1859 1.0246 0.0037
2.7333 1.1893 0.9528 -0.0039
2.7337 1.1895 0.9528 -0.0039
2.7341 1.1897 0.9528 -0.0039
2.7341 1.1897 0.9528 -0.0039
2.7333 1.1893 0.9528 -0.0039
2.7262 1.1854 1.0864 -0.0094
2.7252 1.1850 1.0864 -0.0094
2.7270 1.1858 1.0864 -0.0094
2.7237 1.1843 1.0864 -0.0094
2.7729 1.1915 1.3418 0.0093
2.7738 1.1919 1.3418 0.0093
2.7736 1.1918 1.3418 0.0093
2.7735 1.1917 1.3418 0.0093
2.7740 1.1919 1.3418 0.0093
2.7324 1.1850 1.1686 0.0002
2.7315 1.1847 1.1686 0.0002
2.7329 1.1853 1.1686 0.0002
2.7339 1.1857 1.1686 0.0002
2.7336 1.1856 1.1686 0.0002
2.7339 1.1866 0.8710 0.0040
2.7330 1.1862 0.8710 0.0040
2.7338 1.1865 0.8710 0.0040
2.7337 1.1865 0.8710 0.0040
2.7351 1.1871 0.8710 0.0040
2.7299 1.1876 0.9400 0.0007
2.7306 1.1879 0.9400 0.0007
2.7308 1.1880 0.9400 0.0007
2.7297 1.1875 0.9400 0.0007
2.7580 1.1881 1.3014 0.0042
2.7572 1.1878 1.3014 0.0042
2.7572 1.1877 1.3014 0.0042
2.7585 1.1883 1.3014 0.0042
2.7584 1.1883 1.3014 0.0042
2.7246 1.1853 1.0622 -0.0000
2.7235 1.1848 1.0622 -0.0000
2.7227 1.1845 1.0622 -0.0000
2.7246 1.1853 1.0622 -0.0000
2.7238 1.1850 1.0622 -0.0000
2.7593 1.1893 1.2928 0.0019
2.7591 1.1892 1.2928 0.0019
2.7587 1.1890 1.2928 0.0019
2.7579 1.1887 1.2928 0.0019
2.7592 1.1892 1.2928 0.0019
2.7380 1.1886 1.1424 0.0057
2.7361 1.1878 1.1424 0.0057
2.7370 1.1882 1.1424 0.0057
2.7367 1.1881 1.1424 0.0057
2.7362 1.1906 1.0463 0.0012
2.7361 1.1906 1.0463 0.0012
2.7356 1.1904 1.0463 0.0012
2.7354 1.1903 1.0463 0.0012
2.7345 1.1899 1.0463 0.0012
2.7361 1.1898 0.9238 0.0035
2.7354 1.1896 0.9238 0.0035
2.7364 1.1900 0.9238 0.0035
2.7367 1.1901 0.9238 0.0035
2.7365 1.1900 0.9238 0.0035
2.7314 1.1884 1.0539 0.0035
2.7314 1.1884 1.0539 0.0035
2.7326 1.1889 1.0539 0.0035
2.7326 1.1889 1.0539 0.0035
2.7323 1.1888 1.0539 0.0035
2.7413 1.1923 0.9295 0.0007
2.7415 1.1924 0.9295 0.0007
2.7413 1.1923 0.9295 0.0007
2.7411 1.1922 0.9295 0.0007
2.7263 1.1857 1.0751 -0.0028
2.7259 1.1856 1.0751 -0.0028
2.7252 1.1853 1.0751 -0.0028
2.7264 1.1858 1.0751 -0.0028
2.7263 1.1858 1.0751 -0.0028
2.7365 1.1857 1.1918 -0.0027
2.7337 1.1845 1.1918 -0.0027
2.7360 1.1854 1.1918 -0.0027
2.7367 1.1857 1.1918 -0.0027
2.7350 1.1850 1.1918 -0.0027
2.7372 1.1857 1.1957 0.0107
2.7362 1.1853 1.1957 0.0107
2.7364 1.1854 1.1957 0.0107
2.7370 1.1857 1.1957 0.0107
2.7373 1.1858 1.1957 0.0107
2.7332 1.1897 1.0051 0.0031
2.7337 1.1899 1.0051 0.0031
2.7324 1.1893 1.0051 0.0031
2.7334 1.1898 1.0051 0.0031
2.7394 1.1863 0.8306 0.0010
2.7411 1.1870 0.8306 0.0010
2.7410 1.1870 0.8306 0.0010
2.7412 1.1870 0.8306 0.0010
2.7416 1.1872 0.8306 0.0010
2.7254 1.1860 0.9592 0.0059
2.7254 1.1860 0.9592 0.0059
2.7252 1.1859 0.9592 0.0059
2.7235 1.1852 0.9592 0.0059
2.7243 1.1855 0.9592 0.0059
2.7277 1.1873 1.0160 0.0035
2.7287 1.1877 1.0160 0.0035
2.7284 1.1875 1.0160 0.0035
2.7283 1.1875 1.0160 0.0035
2.7290 1.1878 1.0160 0.0035
2.7377 1.1881 0.8680 0.0040
2.7376 1.1880 0.8680 0.0040
2.7379 1.1882 0.8680 0.0040
2.7382 1.1883 0.8680 0.0040
2.7734 1.1856 0.7061 0.0165
2.7708 1.1845 0.7061 0.0165
2.7742 1.1859 0.7061 0.0165
2.7739 1.1858 0.7061 0.0165
2.7744 1.1860 0.7061 0.0165
2.7386 1.1866 0.8404 0.0003
2.7376 1.1862 0.8404 0.0003
2.7389 1.1868 0.8404 0.0003
2.7393 1.1870 0.8404 0.0003
2.7385 1.1866 0.8404 0.0003
2.7555 1.1868 0.7671 0.0156
2.7566 1.1873 0.7671 0.0156
2.7561 1.1871 0.7671 0.0156
2.7562 1.1872 0.7671 0.0156
2.7558 1.1870 0.7671 0.0156
2.7272 1.1870 1.0217 0.0049
2.7288 1.1877 1.0217 0.0049
2.7268 1.1868 1.0217 0.0049
2.7278 1.1873 1.0217 0.0049
2.7286 1.1876 1.0217 0.0049
2.7316 1.1876 1.0910 -0.0017
2.7296 1.1868 1.0910 -0.0017
2.7290 1.1865 1.0910 -0.0017
2.7307 1.1872 1.0910 -0.0017
2.7379 1.1908 1.0726 0.0005
2.7372 1.1906 1.0726 0.0005
2.7373 1.1906 1.0726 0.0005
2.7370 1.1905 1.0726 0.0005
2.7373 1.1906 1.0726 0.0005
2.7388 1.1886 1.1516 -0.0016
2.7394 1.1888 1.1516 -0.0016
2.7392 1.1888 1.1516 -0.0016
2.7399 1.1890 1.1516 -0.0016
2.7398 1.1890 1.1516 -0.0016
2.7248 1.1860 0.9883 -0.0034
2.7228 1.1851 0.9883 -0.0034
2.7233 1.1854 0.9883 -0.0034
2.7230 1.1852 0.9883 -0.0034
2.7248 1.1860 0.9883 -0.0034
2.7303 1.1870 0.9147 0.0009
2.7299 1.1869 0.9147 0.0009
2.7294 1.1866 0.9147 0.0009
2.7321 1.1878 0.9147 0.0009
2.7312 1.1888 1.0058 0.0033
2.7308 1.1886 1.0058 0.0033
2.7311 1.1888 1.0058 0.0033
2.7313 1.1889 1.0058 0.0033
2.7300 1.1883 1.0058 0.0033
2.7397 1.1893 1.1426 0.0033
2.7398 1.1894 1.1426 0.0033
2.7396 1.1893 1.1426 0.0033
2.7401 1.1895 1.1426 0.0033
2.7404 1.1897 1.1426 0.0033
2.7548 1.1900 1.2523 0.0046
2.7545 1.1899 1.2523 0.0046
2.7548 1.1901 1.2523 0.0046
2.7546 1.1900 1.2523 0.0046
2.7553 1.1902 1.2523 0.0046
2.7355 1.1905 0.9687 -0.0023
2.7354 1.1905 0.9687 -0.0023
2.7342 1.1900 0.9687 -0.0023
2.7347 1.1902 0.9687 -0.0023
2.7346 1.1901 0.9687 -0.0023
2.7422 1.1911 0.8872 0.0060
2.7426 1.1912 0.8872 0.0060
2.7432 1.1915 0.8872 0.0060
2.7423 1.1911 0.8872 0.0060
2.7346 1.1902 1.0187 0.0013
2.7336 1.1898 1.0187 0.0013
2.7341 1.1900 1.0187 0.0013
2.7341 1.1900 1.0187 0.0013
2.7338 1.1899 1.0187 0.0013
2.7253 1.1851 1.0833 -0.0010
2.7265 1.1856 1.0833 -0.0010
2.7280 1.1863 1.0833 -0.0010
2.7274 1.1860 1.0833 -0.0010
2.7268 1.1858 1.0833 -0.0010
2.7378 1.1915 0.9648 0.0026
2.7377 1.1914 0.9648 0.0026
2.7370 1.1911 0.9648 0.0026
2.7372 1.1912 0.9648 0.0026
2.7379 1.1915 0.9648 0.0026
2.7265 1.1864 0.9537 -0.0004
2.7252 1.1858 0.9537 -0.0004
2.7262 1.1862 0.9537 -0.0004
2.7284 1.1872 0.9537 -0.0004
2.7252 1.1858 0.9537 -0.0004
2.7344 1.1866 0.8677 0.0095
2.7346 1.1867 0.8677 0.0095
2.7330 1.1860 0.8677 0.0095
2.7337 1.1863 0.8677 0.0095
2.7322 1.1880 1.0871 -0.0083
2.7307 1.1873 1.0871 -0.0083
2.7303 1.1872 1.0871 -0.0083
2.7320 1.1879 1.0871 -0.0083
2.7317 1.1878 1.0871 -0.0083
2.7322 1.1889 1.0435 0.0059
2.7320 1.1889 1.0435 0.0059
2.7317 1.1887 1.0435 0.0059
2.7313 1.1885 1.0435 0.0059
2.7333 1.1894 1.0435 0.0059
2.7440 1.1883 1.2038 -0.0021
2.7440 1.1883 1.2038 -0.0021
2.7431 1.1878 1.2038 -0.0021
2.7443 1.1884 1.2038 -0.0021
2.7448 1.1886 1.2038 -0.0021
2.7456 1.1906 0.8535 0.0054
2.7456 1.1906 0.8535 0.0054
2.7468 1.1911 0.8535 0.0054
2.7449 1.1903 0.8535 0.0054
2.7461 1.1908 0.8535 0.0054
2.7709 1.1869 1.3885 0.0123
2.7709 1.1869 1.3885 0.0123
2.7720 1.1873 1.3885 0.0123
2.7719 1.1873 1.3885 0.0123
2.7435 1.1855 1.2475 0.0145
2.7440 1.1857 1.2475 0.0145
2.7435 1.1854 1.2475 0.0145
2.7436 1.1855 1.2475 0.0145
2.7456 1.1864 1.2475 0.0145
2.7322 1.1893 0.9928 0.0005
2.7333 1.1897 0.9928 0.0005
2.7331 1.1896 0.9928 0.0005
2.7329 1.1896 0.9928 0.0005
2.7328 1.1895 0.9928 0.0005
2.7394 1.1919 1.0513 0.0015
2.7396 1.1920 1.0513 0.0015
2.7390 1.1918 1.0513 0.0015
2.7399 1.1922 1.0513 0.0015
2.7392 1.1919 1.0513 0.0015
2.7479 1.1916 0.8526 -0.0066
2.7477 1.1915 0.8526 -0.0066
2.7480 1.1916 0.8526 -0.0066
2.7480 1.1916 0.8526 -0.0066
2.7400 1.1860 0.8247 0.0040
2.7386 1.1854 0.8247 0.0040
2.7391 1.1856 0.8247 0.0040
2.7406 1.1863 0.8247 0.0040
2.7389 1.1856 0.8247 0.0040
2.7360 1.1907 0.9642 0.0033
2.7345 1.1900 0.9642 0.0033
2.7342 1.1899 0.9642 0.0033
2.7347 1.1901 0.9642 0.0033
2.7341 1.1899 0.9642 0.0033
2.7361 1.1902 0.9372 -0.0016
2.7369 1.1905 0.9372 -0.0016
2.7355 1.1900 0.9372 -0.0016
2.7356 1.1900 0.9372 -0.0016
2.7369 1.1906 0.9372 -0.0016
2.7281 1.1860 0.9118 -0.0022
2.7279 1.1859 0.9118 -0.0022
2.7272 1.1856 0.9118 -0.0022
2.7280 1.1859 0.9118 -0.0022
2.7259 1.1850 0.9118 -0.0022
2.7315 1.1883 0.9405 0.0052
2.7342 1.1895 0.9405 0.0052
2.7333 1.1891 0.9405 0.0052
2.7325 1.1887 0.9405 0.0052
2.7618 1.1918 0.7866 0.0095
2.7598 1.1909 0.7866 0.0095
2.7610 1.1915 0.7866 0.0095
2.7611 1.1915 0.7866 0.0095
2.7611 1.1915 0.7866 0.0095
2.7246 1.1854 1.0585 0.0031
2.7247 1.1854 1.0585 0.0031
2.7240 1.1851 1.0585 0.0031
2.7259 1.1859 1.0585 0.0031
2.7229 1.1846 1.0585 0.0031
2.7375 1.1853 1.2072 0.0063
2.7366 1.1849 1.2072 0.0063
2.7385 1.1857 1.2072 0.0063
2.7382 1.1855 1.2072 0.0063
2.7385 1.1857 1.2072 0.0063
2.7256 1.1859 0.9504 0.0011
2.7257 1.1860 0.9504 0.0011
2.7258 1.1860 0.9504 0.0011
2.7235 1.1850 0.9504 0.0011
2.7256 1.1859 0.9504 0.0011
2.7298 1.1881 0.9765 0.0012
2.7310 1.1886 0.9765 0.0012
2.7296 1.1880 0.9765 0.0012
2.7294 1.1879 0.9765 0.0012
2.7301 1.1882 1.0321 0.0004
2.7298 1.1880 1.0321 0.0004
2.7300 1.1881 1.0321 0.0004
2.7297 1.1880 1.0321 0.0004
2.7285 1.1875 1.0321 0.0004
2.7362 1.1874 0.8675 0.0031
2.7354 1.1870 0.8675 0.0031
2.7356 1.1871 0.8675 0.0031
2.7348 1.1868 0.8675 0.0031
2.7362 1.1874 0.8675 0.0031
2.7318 1.1883 0.9341 0.0044
2.7331 1.1888 0.9341 0.0044
2.7318 1.1882 0.9341 0.0044
2.7328 1.1887 0.9341 0.0044
2.7319 1.1883 0.9341 0.0044
2.7493 1.1882 1.2431 0.0022
2.7493 1.1883 1.2431 0.0022
2.7491 1.1882 1.2431 0.0022
2.7485 1.1879 1.2431 0.0022
2.7505 1.1880 1.2550 0.0030
2.7501 1.1879 1.2550 0.0030
2.7498 1.1877 1.2550 0.0030
2.7504 1.1880 1.2550 0.0030
2.7481 1.1870 1.2550 0.0030
2.7296 1.1865 1.0996 0.0103
2.7306 1.1870 1.0996 0.0103
2.7289 1.1862 1.0996 0.0103
2.7302 1.1868 1.0996 0.0103
2.7302 1.1868 1.0996 0.0103
2.7420 1.1923 0.9209 0.0008
2.7418 1.1922 0.9209 0.0008
2.7409 1.1918 0.9209 0.0008
2.7415 1.1921 0.9209 0.0008
2.7413 1.1920 0.9209 0.0008
2.7236 1.1852 1.0454 -0.0033
2.7235 1.1851 1.0454 -0.0033
2.7233 1.1850 1.0454 -0.0033
2.7223 1.1846 1.0454 -0.0033
2.7233 1.1850 1.0454 -0.0033
2.7322 1.1891 1.0275 0.0035
2.7327 1.1893 1.0275 0.0035
2.7320 1.1890 1.0275 0.0035
2.7332 1.1895 1.0275 0.0035
2.7508 1.1877 1.2619 0.0028
2.7492 1.1870 1.2619 0.0028
2.7495 1.1871 1.2619 0.0028
2.7508 1.1877 1.2619 0.0028
2.7495 1.1871 1.2619 0.0028
2.7223 1.1847 1.0373 0.0082
