total_mass_source chirp_mass_source mass_ratio chi_eff
3.3200 1.4430 0.9046 0.0178
3.2952 1.4310 0.8829 0.0152
3.2473 1.4134 0.9865 0.0003
3.2721 1.4220 0.9029 0.0161
3.2918 1.4275 0.8541 0.0087
3.2979 1.4354 0.9827 0.0027
3.3136 1.4399 0.8995 0.0077
3.2636 1.4156 0.8589 0.0153
3.3509 1.4546 0.8744 0.0174
3.2751 1.4216 0.8723 0.0071
3.2442 1.4051 0.8336 0.0283
3.3210 1.4422 0.8821 0.0059
3.2821 1.4281 0.9518 0.0023
3.3214 1.4430 0.8941 0.0059
3.2981 1.4291 0.8398 0.0086
3.3635 1.4495 0.7723 0.0240
3.3155 1.4431 0.9899 0.0151
3.2668 1.4212 0.9419 0.0082
3.3288 1.4442 0.8627 -0.0100
3.2866 1.4259 0.8627 0.0140
3.3311 1.4498 0.9711 0.0036
3.3228 1.4459 0.9570 0.0180
3.2525 1.4157 0.9843 -0.0024
3.3066 1.4299 0.8117 0.0086
3.3744 1.4615 0.8339 0.0035
3.3266 1.4428 0.8568 0.0039
3.3358 1.4447 0.8329 0.0123
3.3512 1.4548 0.8744 0.0093
3.2724 1.4239 0.9511 0.0053
3.3203 1.4417 0.8801 0.0188
3.2424 1.4091 0.9016 0.0207
3.3249 1.4439 0.8827 0.0031
3.3469 1.4561 0.9451 0.0175
3.2754 1.4253 0.9588 0.0088
3.3240 1.4427 0.8706 0.0292
3.2723 1.4178 0.8389 -0.0000
3.3015 1.4316 0.8528 0.0106
3.3011 1.4215 0.7648 0.0157
3.2846 1.4297 0.9859 0.0072
3.3643 1.4622 0.9056 0.0201
3.3182 1.4356 0.8173 0.0130
3.3579 1.4551 0.8408 0.0169
3.2798 1.4224 0.8554 0.0064
3.3010 1.4316 0.8551 0.0117
3.3571 1.4613 0.9941 0.0015
3.3417 1.4506 0.8743 -0.0015
3.3647 1.4591 0.8537 0.0251
3.2945 1.4338 0.9721 0.0366
3.2858 1.4276 0.8940 0.0110
3.2868 1.4306 0.9914 -0.0036
3.3049 1.4318 0.8382 0.0199
3.3101 1.4380 0.8921 0.0158
3.3168 1.4410 0.8933 0.0167
3.3097 1.4397 0.9355 0.0323
3.3180 1.4421 0.9058 0.0155
3.3376 1.4509 0.9104 0.0093
3.3824 1.4721 0.9761 0.0026
3.3114 1.4394 0.9096 0.0258
3.2919 1.4305 0.8992 0.0123
3.2716 1.4144 0.8076 0.0046
3.3269 1.4429 0.8560 0.0187
3.3039 1.4373 0.9410 0.0022
3.3528 1.4561 0.8838 -0.0027
3.3443 1.4428 0.7837 0.0083
3.3396 1.4457 0.8259 0.0037
3.3174 1.4432 0.9417 0.0176
3.3623 1.4548 0.8192 0.0044
3.3013 1.4295 0.8295 0.0122
3.3230 1.4463 0.9752 0.0211
3.3358 1.4505 0.9195 0.0049
3.3324 1.4503 0.9711 0.0115
3.2877 1.4224 0.8177 0.0171
3.2697 1.4198 0.8817 0.0094
3.2716 1.4190 0.8575 0.0163
3.2617 1.4158 0.8730 0.0189
3.2608 1.4171 0.9034 0.0170
3.2590 1.4172 0.9234 0.0163
3.2568 1.4171 0.9536 0.0075
3.3024 1.4368 0.9446 0.0132
3.2967 1.4242 0.7989 0.0234
3.3510 1.4474 0.7970 0.0213
3.3442 1.4218 0.6720 0.0306
3.2878 1.4309 0.9693 -0.0086
3.3151 1.4339 0.8144 0.0100
3.3251 1.4420 0.8541 0.0067
3.3350 1.4457 0.8473 0.0163
3.3187 1.4441 0.9544 0.0062
3.2691 1.4229 0.9967 0.0149
3.3251 1.4432 0.8710 0.0111
3.2886 1.4309 0.9527 0.0123
3.3483 1.4427 0.7708 0.0127
3.2750 1.4210 0.8648 0.0197
3.2946 1.4336 0.9564 0.0054
3.2938 1.4336 0.9858 -0.0059
3.2804 1.4278 0.9874 -0.0029
3.2755 1.4241 0.9154 0.0120
3.3716 1.4633 0.8697 0.0097
3.3506 1.4396 0.7446 0.0184
3.3321 1.4313 0.7428 0.0139
3.3268 1.4389 0.8133 0.0148
3.2986 1.4348 0.9329 0.0076
3.3147 1.4388 0.8723 0.0253
3.2856 1.4211 0.8138 0.0184
3.2733 1.4243 0.9555 -0.0046
3.3078 1.4271 0.7840 0.0332
3.3412 1.4541 0.9693 0.0157
3.3686 1.4617 0.8659 0.0119
3.3339 1.4508 0.9620 0.0129
3.2903 1.4131 0.7409 0.0388
3.3045 1.4344 0.8729 0.0094
3.3416 1.4517 0.8921 0.0235
3.3120 1.4240 0.7506 0.0187
3.3477 1.4538 0.8829 0.0093
3.2764 1.4259 0.9679 0.0164
3.3008 1.4367 0.9850 0.0091
3.2857 1.4284 0.9114 -0.0029
3.3254 1.4393 0.8231 0.0105
3.2942 1.4297 0.8700 0.0198
3.3375 1.4522 0.9526 0.0086
3.3101 1.4402 0.9476 0.0067
3.2734 1.4213 0.8802 0.0112
3.3131 1.4378 0.8688 0.0140
3.2615 1.4190 0.9480 -0.0023
3.2966 1.4339 0.9329 0.0170
3.3304 1.4442 0.8534 0.0051
3.3101 1.4396 0.9295 0.0025
3.2798 1.4259 0.9158 0.0234
3.2705 1.4227 0.9396 -0.0027
3.3001 1.4363 0.9744 -0.0004
3.3115 1.4354 0.8456 0.0189
3.3117 1.4360 0.8523 0.0258
3.3645 1.4584 0.8461 0.0263
3.2875 1.4309 0.9887 0.0197
3.3059 1.4350 0.8730 0.0110
3.2767 1.4260 0.9664 0.0060
3.2797 1.4245 0.8865 -0.0011
3.2789 1.4272 0.9918 0.0126
3.3154 1.4366 0.8408 0.0081
3.3165 1.4312 0.7871 0.0208
3.3330 1.4394 0.7949 0.0183
3.3484 1.4464 0.7981 0.0158
3.3638 1.4634 0.9411 0.0057
3.2583 1.4163 0.9079 -0.0091
3.3311 1.4395 0.8031 0.0022
3.3439 1.4552 0.9640 0.0204
3.2927 1.4278 0.8531 0.0028
3.3052 1.4332 0.8529 0.0026
3.2787 1.4252 0.9090 0.0180
3.2934 1.4329 0.9490 0.0104
3.3303 1.4482 0.9230 0.0161
3.3132 1.4418 0.9579 0.0008
3.2556 1.4163 0.9400 0.0110
3.3333 1.4428 0.8240 0.0131
3.2823 1.4260 0.8937 0.0073
3.3085 1.4401 0.9857 0.0168
3.3420 1.4313 0.7192 0.0120
3.3311 1.4430 0.8362 0.0045
3.2876 1.4310 0.9943 0.0063
3.3034 1.4322 0.8500 0.0257
3.2434 1.4100 0.9130 0.0045
3.3523 1.4484 0.8006 0.0107
3.3276 1.4420 0.8414 0.0077
3.3140 1.4412 0.9243 0.0127
3.2702 1.4228 0.9460 0.0250
3.3277 1.4473 0.9298 0.0164
3.2874 1.4306 0.9629 0.0101
3.3505 1.4583 0.9871 0.0043
3.2626 1.4201 0.9810 0.0116
3.2974 1.4347 0.9489 0.0052
3.3173 1.4169 0.7007 0.0310
3.2537 1.4162 0.9871 0.0210
3.3033 1.4352 0.8955 0.0112
3.2803 1.4268 0.9334 0.0044
3.2391 1.4057 0.8682 0.0067
3.3249 1.4417 0.8518 0.0145
3.2744 1.4217 0.8781 0.0134
3.2935 1.4297 0.8740 0.0204
3.3420 1.4539 0.9433 0.0195
3.3418 1.4443 0.8044 0.0122
3.2464 1.4130 0.9863 0.0159
3.2990 1.4358 0.9715 0.0020
3.2875 1.4308 0.9704 0.0055
3.3455 1.4551 0.9319 0.0125
3.2826 1.4284 0.9551 0.0121
3.2730 1.4150 0.8085 0.0149
3.3318 1.4355 0.7701 0.0120
3.2732 1.4247 0.9878 0.0063
3.3218 1.4368 0.8142 0.0282
3.3369 1.4507 0.9133 0.0085
3.2513 1.4152 0.9985 -0.0109
3.3733 1.4681 0.9657 -0.0017
3.3666 1.4431 0.7258 0.0223
3.3309 1.4496 0.9676 0.0136
3.3251 1.4372 0.8052 0.0098
3.3607 1.4614 0.9231 0.0277
3.3124 1.4399 0.9098 0.0135
3.2783 1.4269 0.9880 0.0181
3.2991 1.4266 0.8110 0.0253
3.2862 1.4275 0.8904 0.0074
3.2968 1.4346 0.9596 0.0105
3.2892 1.4302 0.9191 -0.0007
3.3187 1.4416 0.8907 0.0018
3.2665 1.4170 0.8600 0.0250
3.3370 1.4434 0.8145 0.0033
3.3555 1.4530 0.8298 0.0168
3.3352 1.4327 0.7428 0.0173
3.3528 1.4539 0.8529 0.0432
3.3002 1.4332 0.8837 0.0063
3.3261 1.4473 0.9571 0.0081
3.2616 1.4155 0.8687 0.0227
3.3373 1.4495 0.8864 0.0193
3.2750 1.4247 0.9395 0.0016
3.3122 1.4400 0.9132 0.0130
3.2808 1.4260 0.9058 -0.0123
3.3759 1.4579 0.7948 0.0075
3.3396 1.4459 0.8278 0.0153
3.3130 1.4308 0.7957 0.0073
3.3178 1.4232 0.7312 0.0178
3.3001 1.4351 0.9236 0.0174
3.3482 1.4478 0.8103 0.0098
3.3364 1.4378 0.7718 0.0127
3.2814 1.4283 0.9909 0.0114
3.3104 1.4386 0.9017 0.0124
3.2978 1.4314 0.8720 0.0088
3.2532 1.4140 0.9063 0.0018
3.3085 1.4275 0.7851 0.0151
3.3487 1.4553 0.9026 0.0099
3.3254 1.4461 0.9240 0.0187
3.3210 1.4447 0.9382 0.0033
3.2657 1.4214 0.9749 0.0039
3.3172 1.4430 0.9375 0.0191
3.2728 1.4241 0.9568 0.0060
3.3060 1.4274 0.7925 0.0043
3.2511 1.4151 0.9884 0.0217
3.3071 1.4384 0.9301 0.0014
3.3378 1.4464 0.8419 0.0162
3.3170 1.4380 0.8492 0.0028
3.3128 1.4355 0.8409 0.0240
3.2837 1.4293 0.9859 0.0002
3.2826 1.4254 0.8812 0.0145
3.3685 1.4601 0.8465 0.0157
3.3621 1.4605 0.8904 0.0003
3.2745 1.4246 0.9446 0.0001
3.3502 1.4576 0.9453 0.0124
3.3237 1.4451 0.9167 0.0033
3.3151 1.4385 0.8665 0.0112
3.3098 1.4359 0.8621 0.0028
3.3233 1.4357 0.7992 0.0143
3.3048 1.4369 0.9168 0.0134
3.2489 1.4141 0.9976 0.0133
3.3322 1.4499 0.9523 0.0030
3.3264 1.4245 0.7184 0.0179
3.3289 1.4419 0.8345 0.0085
3.3537 1.4597 0.9767 -0.0117
3.3446 1.4557 0.9787 0.0115
3.3643 1.4541 0.8050 0.0188
3.3400 1.4477 0.8448 0.0002
3.2588 1.4185 0.9999 0.0106
3.3545 1.4584 0.9140 0.0013
3.2668 1.4218 0.9750 0.0165
3.3499 1.4580 0.9787 0.0157
3.3035 1.4320 0.8468 0.0168
3.2977 1.4354 0.9965 0.0050
3.3199 1.4414 0.8783 0.0194
3.2509 1.4133 0.9132 0.0170
3.3354 1.4512 0.9476 -0.0002
3.2817 1.4219 0.8395 0.0093
3.3285 1.4488 0.9942 0.0030
3.3343 1.4464 0.8599 0.0133
3.3458 1.4562 0.9791 0.0174
3.3599 1.4591 0.8825 0.0157
3.2984 1.4304 0.8547 0.0137
3.2990 1.4355 0.9536 0.0073
3.3167 1.4425 0.9280 0.0162
3.3105 1.4406 0.9604 0.0103
3.3089 1.4379 0.8990 0.0148
3.3542 1.4597 0.9611 0.0047
3.3328 1.4195 0.6827 0.0248
3.3090 1.4385 0.9115 0.0274
3.3278 1.4377 0.7997 0.0153
3.3156 1.4423 0.9387 0.0221
3.3216 1.4427 0.8861 0.0092
3.3214 1.4374 0.8221 0.0126
3.2804 1.4268 0.9327 0.0117
3.2942 1.4302 0.8766 0.0313
3.3271 1.4451 0.8884 0.0247
3.3417 1.4519 0.8950 0.0130
3.2777 1.4196 0.8328 0.0135
3.2981 1.4353 0.9621 0.0174
3.3594 1.4562 0.8466 0.0183
3.2569 1.4169 0.9447 -0.0010
3.2758 1.4254 0.9568 -0.0084
3.2835 1.4272 0.9079 0.0032
3.2823 1.4261 0.8952 0.0189
3.2587 1.4184 0.9849 0.0025
3.3337 1.4508 0.9642 0.0116
3.4046 1.4614 0.7367 0.0168
3.2802 1.4277 0.9803 0.0112
3.3328 1.4505 0.9732 0.0137
3.3731 1.4623 0.8488 0.0004
3.3470 1.4490 0.8272 0.0079
3.2667 1.4214 0.9524 0.0132
3.2900 1.4316 0.9536 0.0081
3.2920 1.4274 0.8513 0.0090
3.2663 1.4216 0.9818 0.0003
3.2974 1.4273 0.8241 0.0070
3.3937 1.4569 0.7378 0.0323
3.3128 1.4378 0.8702 0.0063
3.3717 1.4514 0.7612 0.0271
3.3387 1.4412 0.7895 0.0149
3.3378 1.4516 0.9268 0.0153
3.3316 1.4426 0.8300 0.0234
3.3375 1.4458 0.8359 0.0147
3.3333 1.4370 0.7759 0.0100
3.3615 1.4617 0.9204 0.0096
3.3177 1.4411 0.8884 0.0053
3.2924 1.4329 0.9693 0.0111
3.2816 1.4247 0.8765 0.0080
3.3121 1.4413 0.9599 0.0035
3.2931 1.4298 0.8792 0.0050
3.2706 1.4203 0.8826 0.0095
3.2733 1.4247 0.9846 0.0166
3.3436 1.4509 0.8667 0.0166
3.3346 1.4494 0.9069 0.0039
3.2849 1.4286 0.9263 0.0160
3.2372 1.4077 0.9238 0.0095
3.3219 1.4459 0.9878 0.0161
3.2993 1.4353 0.9413 0.0171
3.3322 1.4503 0.9767 0.0129
3.3280 1.4486 0.9959 0.0194
3.3300 1.4474 0.9059 0.0102
3.3448 1.4552 0.9432 0.0058
3.2807 1.4266 0.9214 0.0062
3.3667 1.4468 0.7461 0.0245
3.3292 1.4449 0.8700 0.0147
3.2372 1.4089 0.9698 0.0032
3.3311 1.4498 0.9751 0.0035
3.2960 1.4330 0.9146 -0.0026
3.3219 1.4441 0.9109 0.0128
3.3169 1.4314 0.7863 0.0086
3.2393 1.4090 0.9322 0.0172
3.3376 1.4455 0.8329 0.0012
3.3378 1.4444 0.8207 0.0231
3.3130 1.4256 0.7578 0.0167
3.3542 1.4556 0.8673 0.0015
3.2957 1.4336 0.9355 0.0033
3.3552 1.4518 0.8200 0.0125
3.3490 1.4575 0.9687 0.0212
3.3859 1.4581 0.7654 0.0205
3.2846 1.4291 0.9478 0.0178
3.3668 1.4655 0.9941 0.0236
3.3344 1.4513 0.9778 0.0070
3.2835 1.4283 0.9343 0.0032
3.3730 1.4508 0.7543 0.0162
3.3607 1.4541 0.8192 0.0108
3.3349 1.4483 0.8837 0.0106
3.3575 1.4595 0.9094 0.0116
3.3193 1.4397 0.8580 0.0164
3.2570 1.4150 0.8930 0.0005
3.3078 1.4386 0.9290 0.0154
3.2587 1.4174 0.9332 0.0210
3.2793 1.4207 0.8376 0.0220
3.3035 1.4370 0.9345 0.0183
3.2844 1.4279 0.9129 -0.0055
3.2753 1.4250 0.9457 0.0075
3.2722 1.4117 0.7833 0.0105
3.3541 1.4585 0.9208 0.0027
3.3032 1.4354 0.9000 0.0076
3.3320 1.4428 0.8300 0.0146
3.3247 1.4439 0.8837 0.0049
3.3292 1.4414 0.8277 0.0066
3.2601 1.4185 0.9495 0.0199
3.3182 1.4257 0.7446 0.0184
3.2967 1.4283 0.8383 0.0256
3.2597 1.4185 0.9595 0.0170
3.3730 1.4492 0.7444 0.0179
3.3073 1.4380 0.9177 0.0061
3.2951 1.4272 0.8340 0.0100
3.2811 1.4217 0.8398 0.0177
3.2982 1.4342 0.9228 0.0183
3.2832 1.4277 0.9209 0.0178
3.3264 1.4433 0.8644 0.0131
3.2792 1.4269 0.9556 0.0023
3.2915 1.4311 0.9169 0.0093
3.2865 1.4260 0.8648 0.0175
3.3661 1.4570 0.8240 0.0224
3.2937 1.4331 0.9483 0.0067
3.2497 1.4114 0.8857 0.0042
3.3428 1.4540 0.9332 0.0113
3.2993 1.4358 0.9618 0.0048
3.2658 1.4193 0.9031 0.0078
3.3535 1.4589 0.9399 0.0184
3.2736 1.4235 0.9216 0.0081
3.3245 1.4460 0.9316 0.0214
3.2562 1.4172 0.9784 0.0171
3.2593 1.4151 0.8783 0.0073
3.3458 1.4554 0.9372 0.0158
3.3612 1.4556 0.8312 0.0240
3.2981 1.4326 0.8897 0.0270
3.3049 1.4339 0.8638 0.0268
3.3936 1.4539 0.7218 0.0172
3.3275 1.4484 0.9984 0.0013
3.3473 1.4564 0.9501 0.0102
3.3518 1.4564 0.8980 0.0234
3.3331 1.4441 0.8386 0.0101
3.3303 1.4345 0.7673 0.0130
3.2813 1.4272 0.9325 0.0082
3.3651 1.4623 0.8996 0.0040
3.3452 1.4552 0.9375 0.0182
3.2673 1.4221 0.9750 0.0034
3.2859 1.4249 0.8527 0.0127
3.3502 1.4575 0.9426 -0.0015
3.2786 1.4249 0.9030 0.0138
3.2902 1.4317 0.9556 0.0068
3.2870 1.4306 0.9740 0.0180
3.3128 1.4418 0.9712 0.0206
3.3182 1.4442 0.9766 0.0159
3.2626 1.4174 0.8929 0.0120
3.2856 1.4301 0.9928 0.0042
3.3165 1.4400 0.8793 0.0068
3.3065 1.4389 0.9634 0.0067
3.2985 1.4209 0.7684 0.0344
3.3199 1.4450 0.9814 0.0295
3.3027 1.4346 0.8895 0.0120
3.2848 1.4281 0.9142 0.0070
3.3875 1.4651 0.8137 0.0113
3.2537 1.4146 0.9160 -0.0210
3.3532 1.4594 0.9742 0.0045
3.2789 1.4270 0.9677 0.0025
3.2868 1.4219 0.8163 0.0029
3.3553 1.4602 0.9637 0.0054
3.3507 1.4577 0.9399 0.0123
3.3313 1.4477 0.9015 0.0206
3.3926 1.4592 0.7536 0.0211
3.2709 1.4120 0.7902 0.0104
3.3508 1.4530 0.8537 0.0171
3.2802 1.4201 0.8273 0.0034
3.2887 1.4315 0.9890 0.0146
3.2791 1.4250 0.9007 -0.0010
3.3031 1.4355 0.9026 0.0129
3.3305 1.4455 0.8705 0.0213
3.3732 1.4683 0.9954 0.0079
3.2817 1.4282 0.9684 0.0072
3.3433 1.4548 0.9556 0.0059
3.2780 1.4255 0.9229 -0.0012
3.3733 1.4521 0.7612 0.0166
3.2695 1.4199 0.8831 0.0216
3.3776 1.4561 0.7757 0.0143
3.3299 1.4393 0.8048 0.0140
3.3292 1.4405 0.8190 0.0057
3.2522 1.4145 0.9311 0.0083
3.2681 1.4210 0.9189 0.0236
3.3397 1.4513 0.9015 0.0237
3.3007 1.4331 0.8791 0.0239
3.2613 1.4183 0.9263 0.0136
3.3921 1.4629 0.7798 0.0018
3.3496 1.4437 0.7739 0.0162
3.3160 1.4409 0.8992 0.0149
3.2867 1.4288 0.9118 0.0091
3.3080 1.4399 0.9932 0.0159
3.3841 1.4573 0.7653 0.0110
3.2876 1.4223 0.8172 0.0188
3.2703 1.4234 0.9787 0.0238
3.3391 1.4306 0.7219 0.0177
3.3114 1.4413 0.9789 0.0073
3.3498 1.4579 0.9688 0.0127
3.3484 1.4565 0.9339 0.0094
3.3508 1.4559 0.8952 0.0137
3.2704 1.4167 0.8364 0.0064
3.2605 1.4176 0.9151 0.0161
3.2968 1.4260 0.8144 0.0064
3.3108 1.4338 0.8322 0.0083
3.3104 1.4393 0.9169 0.0126
3.3330 1.4502 0.9512 0.0076
3.4331 1.4513 0.6420 0.0257
3.2685 1.4227 0.9948 0.0053
3.3436 1.4508 0.8651 0.0166
3.3702 1.4504 0.7592 0.0091
3.3308 1.4438 0.8467 0.0196
3.3565 1.4558 0.8571 0.0234
3.3661 1.4501 0.7688 0.0220
3.3149 1.4428 0.9758 0.0105
3.2864 1.4222 0.8206 0.0213
3.3509 1.4574 0.9297 0.0154
3.3860 1.4597 0.7756 0.0149
3.3431 1.4495 0.8513 0.0085
3.2900 1.4321 0.9952 0.0110
3.3019 1.4339 0.8835 0.0183
3.2931 1.4329 0.9509 0.0187
3.2480 1.4109 0.8895 0.0145
3.3528 1.4512 0.8236 0.0123
3.3472 1.4537 0.8847 0.0121
3.2980 1.4310 0.8647 0.0147
3.3467 1.4515 0.8560 0.0191
3.3116 1.4280 0.7788 0.0125
3.3325 1.4399 0.8009 0.0068
3.3211 1.4291 0.7583 0.0319
3.3168 1.4278 0.7619 0.0085
3.3430 1.4411 0.7752 0.0234
3.2440 1.4114 0.9467 0.0071
3.2930 1.4309 0.8975 0.0152
3.2623 1.4193 0.9449 0.0165
3.2693 1.4230 0.9984 0.0190
3.2850 1.4298 0.9835 0.0095
3.3227 1.4458 0.9535 0.0082
3.2745 1.4097 0.7626 0.0102
3.2942 1.4325 0.9238 0.0124
3.3914 1.4599 0.7618 0.0176
3.3093 1.4321 0.8213 0.0178
3.2697 1.4232 0.9939 0.0178
3.3439 1.4555 0.9840 0.0194
3.3255 1.4379 0.8097 0.0168
3.3057 1.4290 0.8066 0.0206
3.3394 1.4535 0.9853 0.0144
3.3624 1.4614 0.9053 0.0012
3.2971 1.4349 0.9667 0.0081
3.2490 1.4108 0.8810 0.0235
3.3505 1.4560 0.9018 0.0037
3.3484 1.4538 0.8785 0.0234
3.2850 1.4285 0.9239 0.0184
3.3312 1.4239 0.7055 0.0287
3.2540 1.4157 0.9455 0.0046
3.3711 1.4628 0.8652 0.0121
3.2998 1.4363 0.9964 0.0255
3.3218 1.4421 0.8768 0.0125
3.3042 1.4345 0.8766 0.0150
3.3158 1.4433 0.9905 0.0164
3.3653 1.4418 0.7219 0.0081
3.2906 1.4314 0.9379 0.0161
3.2619 1.4196 0.9670 0.0222
3.2863 1.4294 0.9318 0.0125
3.3221 1.4425 0.8801 0.0104
3.2908 1.4324 0.9999 0.0198
3.3198 1.4424 0.8952 0.0215
3.2389 1.4094 0.9565 0.0144
3.3607 1.4479 0.7696 0.0163
3.2819 1.4285 0.9874 -0.0033
3.3527 1.4533 0.8470 0.0100
3.3531 1.4591 0.9586 0.0022
3.3698 1.4663 0.9516 0.0182
3.2985 1.4357 0.9923 0.0103
3.2719 1.4205 0.8766 0.0137
3.3073 1.4393 0.9607 0.0182
3.3838 1.4400 0.6775 0.0271
3.3017 1.4371 0.9845 0.0161
3.3781 1.4585 0.7925 0.0124
3.3122 1.4378 0.8742 0.0078
3.2837 1.4292 0.9755 -0.0016
3.2883 1.4311 0.9712 0.0136
3.2862 1.4257 0.8622 0.0106
3.3115 1.4407 0.9439 0.0040
3.3558 1.4599 0.9411 0.0117
3.2616 1.4189 0.9387 0.0008
3.2935 1.4335 0.9770 0.0009
3.3160 1.4429 0.9536 0.0061
3.3465 1.4476 0.8155 0.0197
3.2825 1.4287 0.9751 0.0063
3.3518 1.4566 0.9026 0.0272
3.4103 1.4619 0.7265 0.0148
3.3071 1.4395 0.9919 0.0030
3.3230 1.4420 0.8671 0.0233
3.3085 1.4395 0.9495 -0.0065
3.2933 1.4328 0.9454 0.0083
3.2725 1.4228 0.9168 0.0052
3.3363 1.4521 0.9789 0.0204
3.3327 1.4457 0.8605 0.0217
3.3531 1.4530 0.8408 0.0106
3.3084 1.4333 0.8374 0.0058
3.3962 1.4490 0.6932 0.0170
3.3282 1.4480 0.9432 0.0192
3.3072 1.4368 0.8932 0.0133
3.3413 1.4537 0.9444 0.0139
3.3646 1.4486 0.7632 0.0183
3.3218 1.4434 0.8972 0.0146
3.3089 1.4387 0.9170 0.0037
3.2696 1.4231 0.9784 0.0074
3.3441 1.4556 0.9900 0.0015
3.3122 1.4370 0.8627 0.0178
3.2903 1.4308 0.9227 0.0025
3.3651 1.4541 0.8019 0.0326
3.3162 1.4332 0.8036 0.0062
3.3818 1.4479 0.7170 0.0142
3.3540 1.4501 0.8088 0.0181
3.2908 1.4273 0.8567 0.0148
3.2975 1.4339 0.9233 0.0105
3.3591 1.4621 0.9950 -0.0016
3.2777 1.4248 0.9103 0.0059
3.3058 1.4172 0.7267 0.0227
3.3079 1.4390 0.9407 0.0140
3.2600 1.4189 0.9801 0.0127
3.2780 1.4217 0.8561 0.0111
3.3935 1.4682 0.8180 0.0078
3.2903 1.4299 0.9022 0.0114
3.3181 1.4399 0.8664 0.0056
3.2752 1.4190 0.8391 0.0100
3.2912 1.4299 0.8939 0.0158
3.3755 1.4544 0.7704 0.0149
3.2821 1.4286 0.9980 0.0287
3.3191 1.4300 0.7702 -0.0023
3.3125 1.4395 0.9002 0.0014
3.2958 1.4345 0.9869 0.0017
3.2476 1.4114 0.9031 0.0140
3.3551 1.4351 0.7101 0.0154
3.3409 1.4432 0.7981 0.0154
3.3499 1.4484 0.8092 0.0115
3.3547 1.4542 0.8472 0.0076
3.2959 1.4346 0.9966 0.0006
3.2992 1.4303 0.8491 -0.0054
3.2674 1.4197 0.8980 0.0155
3.3319 1.4475 0.8926 -0.0027
3.2985 1.4315 0.8678 0.0143
3.3384 1.4523 0.9395 0.0057
3.3087 1.4246 0.7634 0.0198
3.3145 1.4414 0.9247 0.0120
3.3060 1.4388 0.9681 0.0293
3.2932 1.4333 0.9748 0.0035
3.3251 1.4440 0.8826 0.0187
3.2898 1.4196 0.7863 0.0281
3.2719 1.4233 0.9400 0.0081
3.2811 1.4274 0.9402 0.0115
3.3249 1.4391 0.8239 0.0087
3.3636 1.4508 0.7812 0.0177
3.3158 1.4425 0.9421 0.0134
3.2676 1.4217 0.9459 -0.0040
3.3262 1.4467 0.9311 0.0050
3.3198 1.4402 0.8606 -0.0001
3.2886 1.4305 0.9354 0.0010
3.2996 1.4315 0.8623 0.0249
3.2817 1.4273 0.9291 0.0152
3.3055 1.4387 0.9733 0.0037
3.2439 1.4088 0.8851 0.0162
3.3424 1.4361 0.7446 0.0101
3.3966 1.4396 0.6549 0.0415
3.3119 1.4304 0.7958 0.0104
3.2818 1.4243 0.8688 0.0188
3.3008 1.4348 0.9087 0.0052
3.3338 1.4486 0.8984 0.0128
3.2868 1.4292 0.9206 -0.0081
3.3405 1.4511 0.8906 0.0032
3.3312 1.4488 0.9283 0.0119
3.2768 1.4215 0.8606 0.0023
3.2984 1.4315 0.8699 0.0027
3.2832 1.4249 0.8697 0.0162
3.2734 1.4235 0.9237 0.0081
3.2999 1.4269 0.8105 0.0197
3.2837 1.4263 0.8873 -0.0008
3.3003 1.4262 0.8027 0.0041
3.3140 1.4376 0.8602 0.0093
3.3851 1.4551 0.7485 0.0149
3.2950 1.4306 0.8774 -0.0030
3.2877 1.4258 0.8545 0.0085
3.3235 1.4466 0.9972 0.0082
3.3299 1.4458 0.8787 0.0090
3.2611 1.4193 0.9698 0.0019
3.3513 1.4582 0.9529 0.0199
3.3501 1.4516 0.8401 0.0209
3.3195 1.4448 0.9796 0.0018
3.3803 1.4589 0.7874 0.0209
3.2897 1.4291 0.8925 0.0047
3.3516 1.4556 0.8847 0.0190
3.2781 1.4269 0.9894 0.0147
3.2843 1.4296 0.9972 0.0133
3.3391 1.4407 0.7848 0.0140
3.3146 1.4412 0.9194 0.0286
3.2775 1.4266 0.9917 0.0089
3.3019 1.4371 0.9720 0.0170
3.3313 1.4500 0.9934 0.0206
3.3109 1.4411 0.9794 0.0100
3.3023 1.4317 0.8502 0.0238
3.3192 1.4447 0.9771 0.0114
3.2846 1.4226 0.8336 0.0225
3.2915 1.4279 0.8612 0.0090
3.2926 1.4191 0.7736 0.0164
3.3056 1.4361 0.8924 0.0122
3.3454 1.4357 0.7349 0.0178
3.3385 1.4531 0.9838 0.0020
3.2928 1.4179 0.7647 0.0059
3.3201 1.4450 0.9730 0.0065
3.2507 1.4145 0.9551 0.0216
3.3322 1.4503 0.9746 0.0113
3.3441 1.4550 0.9506 0.0123
3.2761 1.4254 0.9475 0.0310
3.3143 1.4409 0.9137 0.0140
3.2861 1.4304 0.9938 0.0136
3.3945 1.4471 0.6880 0.0280
3.2438 1.4119 0.9838 0.0134
3.3568 1.4579 0.8862 0.0074
3.3214 1.4449 0.9420 0.0006
3.3353 1.4472 0.8653 0.0321
3.3123 1.4330 0.8169 0.0110
3.3155 1.4431 0.9784 0.0112
3.2710 1.4224 0.9225 -0.0008
3.3481 1.4569 0.9559 0.0070
3.3369 1.4510 0.9221 0.0048
3.2541 1.4123 0.8689 0.0067
3.3155 1.4219 0.7299 0.0145
