m1_source m2_source chi_1 cos_tilt_1 chi_2 cos_tilt_2 m_tot_source m_chirp_source q chi_eff lambda_1 lambda_2 ra dec D_L cos_theta_jn
1.9132 1.4618 0.0331 -0.1407 0.0452 0.7699 3.3749 1.4532 0.7641 0.0124 130.8484 327.3809 4.3531 -0.0335 103.5873 0.4067
1.6685 1.6169 0.0071 -0.6272 0.0143 -0.2689 3.2855 1.4299 0.9691 -0.0042 115.1610 557.3262 0.8068 -0.6911 180.7263 0.7076
1.7205 1.6131 0.0178 0.1285 0.0060 0.4469 3.3336 1.4501 0.9376 0.0025 701.1807 1510.0703 1.4437 -0.6109 112.7530 -0.2046
1.8926 1.3909 0.0470 0.6078 0.0102 0.6974 3.2835 1.4091 0.7349 0.0195 311.3610 3318.5304 0.7649 -1.0156 253.5190 0.9355
1.7744 1.5750 0.0341 0.4087 0.0463 0.2936 3.3493 1.4548 0.8876 0.0138 1134.2625 46.2589 4.8144 -0.5746 99.0445 0.6183
1.8155 1.4854 0.0460 0.7498 0.0177 -0.0259 3.3009 1.4282 0.8182 0.0187 515.0950 278.0821 0.8934 -0.6453 187.8752 0.9573
1.6766 1.6306 0.0060 -0.3004 0.0074 0.9582 3.3072 1.4394 0.9726 0.0026 291.6459 58.5519 6.0081 -1.1127 148.8408 -0.7924
1.6933 1.6287 0.0260 0.1589 0.0499 0.3174 3.3220 1.4457 0.9618 0.0099 404.4924 2392.8892 5.8767 -1.0296 128.4630 -0.9436
1.6774 1.6260 0.0098 -0.4461 0.0033 0.0931 3.3034 1.4377 0.9694 -0.0021 223.6629 386.0186 1.3236 0.1643 154.1621 0.9630
1.7170 1.5844 0.0458 0.3234 0.0047 -0.2989 3.3013 1.4356 0.9228 0.0070 212.8549 41.1329 4.3654 0.2327 162.1043 0.7970
1.7432 1.5466 0.0355 0.8873 0.0324 -0.6327 3.2898 1.4289 0.8872 0.0071 406.8526 31.8904 1.2936 -0.4120 184.5731 0.7600
1.7104 1.5742 0.0318 0.5017 0.0492 0.3417 3.2846 1.4282 0.9204 0.0164 413.7157 1669.0912 0.9084 -0.6777 187.6361 0.9193
1.9526 1.3988 0.0455 0.8048 0.0004 -0.7380 3.3513 1.4347 0.7164 0.0212 140.5766 459.9709 3.9947 0.8349 164.4862 -0.6813
1.6897 1.6635 0.0080 0.2461 0.0243 0.7053 3.3532 1.4595 0.9845 0.0095 480.1178 163.9837 4.9859 0.0856 84.0636 0.0025
1.7987 1.5460 0.0273 0.7881 0.0352 -0.3798 3.3447 1.4509 0.8595 0.0054 68.5963 325.6640 3.8493 0.6355 111.0984 0.3559
1.7249 1.6268 0.0125 0.3600 0.0379 -0.4636 3.3517 1.4582 0.9431 -0.0062 223.9361 217.5360 0.3770 -0.1593 87.0680 0.3304
1.8196 1.4990 0.0332 0.3302 0.0106 0.8043 3.3186 1.4364 0.8238 0.0099 108.9336 1198.5361 0.8621 -0.7723 159.1873 -0.7162
1.6787 1.5803 0.0320 0.6979 0.0200 -0.2104 3.2591 1.4178 0.9414 0.0095 154.0268 293.1490 0.8581 -0.8122 223.3700 -0.9905
1.7189 1.6049 0.0327 0.8294 0.0213 0.0260 3.3238 1.4458 0.9337 0.0143 65.6343 777.0847 1.4836 -0.0578 128.9418 -0.4934
1.6878 1.5891 0.0057 -0.4657 0.0277 0.9879 3.2769 1.4256 0.9415 0.0119 7.6777 1594.2831 0.5661 -0.2683 196.3150 -0.9418
1.8183 1.4983 0.0388 0.6565 0.0151 -0.0933 3.3165 1.4355 0.8240 0.0133 210.2780 974.1768 1.6966 0.0338 162.2089 -0.9386
1.9460 1.4205 0.0145 0.2603 0.0482 0.8061 3.3665 1.4438 0.7299 0.0186 75.7858 177.7321 0.2556 -1.3033 134.9849 0.8108
1.7240 1.5495 0.0118 -0.3142 0.0097 0.4372 3.2735 1.4224 0.8988 0.0001 245.7545 508.2207 1.2951 -0.3208 206.2485 0.9017
1.6682 1.5984 0.0458 -0.0849 0.0197 0.9132 3.2666 1.4215 0.9582 0.0068 170.6446 189.4688 4.3097 0.3312 210.3251 0.9013
1.7920 1.5137 0.0256 0.6474 0.0063 0.3195 3.3056 1.4327 0.8447 0.0099 136.1082 524.0474 1.2299 -0.5071 171.6967 0.7708
1.7430 1.5395 0.0049 -0.5048 0.0144 0.5032 3.2825 1.4255 0.8833 0.0021 53.4887 674.5376 3.7812 0.5679 195.7278 0.9304
1.7972 1.5329 0.0248 0.5052 0.0027 0.4474 3.3302 1.4441 0.8529 0.0073 259.5843 101.3580 1.0427 -0.6794 133.6658 -0.3938
1.7219 1.6454 0.0058 0.4438 0.0248 0.9765 3.3674 1.4653 0.9556 0.0132 491.8553 746.7066 3.1368 0.3683 66.1487 -0.2678
1.6905 1.5546 0.0259 0.6184 0.0025 -0.8823 3.2451 1.4110 0.9196 0.0073 328.3170 40.1973 4.3571 0.5078 246.9679 -0.9659
1.7545 1.5473 0.0227 0.6482 0.0099 0.4780 3.3018 1.4338 0.8819 0.0100 36.4692 195.8313 0.6872 -1.0090 168.1999 -0.8526
1.7120 1.5531 0.0297 -0.0989 0.0439 0.3339 3.2651 1.4192 0.9072 0.0054 136.9063 207.5582 4.3085 0.3661 218.1858 0.8265
1.7095 1.5784 0.0477 0.8643 0.0406 -0.6861 3.2879 1.4298 0.9233 0.0081 243.7517 231.7268 1.3480 -0.5171 181.7568 -0.8957
1.6922 1.6403 0.0418 -0.0156 0.0334 0.9695 3.3325 1.4503 0.9693 0.0156 859.7083 238.7086 3.3852 0.8073 113.4837 0.6497
1.6927 1.6479 0.0058 -0.2556 0.0193 0.8276 3.3406 1.4539 0.9735 0.0071 54.8070 696.0194 1.3869 0.4240 101.8016 0.5346
1.7817 1.5309 0.0413 0.9016 0.0177 -0.1923 3.3126 1.4369 0.8592 0.0185 1142.5007 732.6069 1.0668 0.0175 158.5938 -0.7364
1.7207 1.5518 0.0149 -0.6773 0.0332 0.8053 3.2725 1.4222 0.9018 0.0074 277.1159 66.8746 3.9669 0.5627 207.6954 0.9738
1.7606 1.5399 0.0049 -0.9432 0.0369 0.6020 3.3005 1.4328 0.8746 0.0079 762.2451 942.3940 0.5249 -0.7910 170.6864 0.8841
1.6660 1.6301 0.0095 0.3748 0.0115 0.3074 3.2960 1.4346 0.9784 0.0035 295.5860 179.2221 1.5430 -0.0084 165.1626 -0.7933
1.6885 1.6230 0.0398 0.5497 0.0373 0.4599 3.3115 1.4411 0.9612 0.0196 1995.0115 574.4163 1.4024 -0.6421 144.9576 -0.6015
1.7744 1.5525 0.0229 0.9916 0.0470 0.2778 3.3269 1.4442 0.8750 0.0182 294.9285 659.3549 1.6378 -1.0762 133.7174 0.6588
1.6890 1.6609 0.0024 0.3009 0.0050 0.0754 3.3498 1.4580 0.9834 0.0006 117.4348 276.4175 0.8853 -1.3124 88.2014 0.5194
1.6940 1.6368 0.0077 0.3511 0.0217 0.9476 3.3308 1.4496 0.9662 0.0115 82.1644 1733.9434 4.4362 -0.2679 116.1245 0.6385
1.7206 1.5855 0.0153 0.9643 0.0441 0.9525 3.3061 1.4376 0.9215 0.0278 506.1045 3001.0891 4.3194 0.2493 156.4574 0.7395
1.7342 1.5724 0.0238 0.0337 0.0420 0.8584 3.3066 1.4372 0.9067 0.0176 626.0149 1009.8802 4.5537 -0.1434 157.5396 0.9593
1.7271 1.5528 0.0107 -0.0765 0.0070 -0.1589 3.2799 1.4253 0.8991 -0.0010 154.9940 707.8856 1.4404 -0.5736 196.4192 -0.8889
1.6973 1.6411 0.0350 -0.0915 0.0308 0.4553 3.3384 1.4529 0.9668 0.0053 47.8347 56.2310 3.2231 0.4672 105.2998 -0.8304
1.6968 1.6120 0.0253 0.7153 0.0300 0.9558 3.3088 1.4397 0.9501 0.0233 66.4695 732.0469 3.9933 0.5117 149.6050 0.6339
1.9532 1.3979 0.0290 0.9449 0.0130 0.3885 3.3511 1.4345 0.7157 0.0181 63.8530 115.1220 0.6705 -0.6745 165.0910 0.6643
1.7442 1.5908 0.0040 -0.2187 0.0333 0.0026 3.3350 1.4498 0.9121 -0.0004 15.5734 2113.3176 0.2018 -1.2010 114.2447 -0.6546
1.8338 1.4611 0.0044 -0.0097 0.0483 0.9794 3.2948 1.4231 0.7967 0.0210 1054.1559 1456.4354 4.5593 0.8166 205.1116 0.7997
1.7479 1.6065 0.0221 0.3010 0.0341 0.5957 3.3544 1.4585 0.9191 0.0132 285.9786 820.9941 5.0240 -0.2595 86.9779 0.5669
1.8862 1.4288 0.0217 0.2554 0.0437 0.8563 3.3151 1.4264 0.7575 0.0193 283.6777 134.3123 1.3328 -0.3893 193.5303 0.8409
1.8154 1.4936 0.0425 0.4368 0.0180 0.6801 3.3090 1.4321 0.8227 0.0157 272.1589 249.5537 1.4938 -0.2949 174.0210 -0.7527
1.7599 1.5730 0.0346 0.4174 0.0415 0.1100 3.3329 1.4480 0.8938 0.0098 108.3122 2477.5828 3.2531 0.4749 121.0053 -0.8876
1.6581 1.6251 0.0158 0.6309 0.0117 0.6864 3.2832 1.4290 0.9801 0.0090 580.1586 516.5893 3.8138 0.7705 184.2633 -0.9268
1.8398 1.4618 0.0084 0.7810 0.0422 0.7617 3.3016 1.4258 0.7945 0.0179 301.4789 241.6302 4.4320 -0.0551 195.8300 0.8449
1.7937 1.5425 0.0277 0.4806 0.0123 -0.1531 3.3362 1.4472 0.8599 0.0063 266.6058 480.5606 4.5664 0.7965 123.0720 0.3358
1.7865 1.5366 0.0436 0.2651 0.0036 0.8825 3.3232 1.4416 0.8601 0.0077 268.4012 3665.2057 1.7882 -0.8967 141.2014 0.5339
1.8845 1.4842 0.0481 0.7664 0.0068 0.8143 3.3687 1.4538 0.7876 0.0231 49.4572 700.1891 1.4657 -0.1834 102.6618 -0.1705
1.7600 1.6000 0.0416 0.6703 0.0355 0.4675 3.3599 1.4605 0.9091 0.0225 1066.5423 2948.7323 0.6964 -0.3818 80.9963 -0.1771
1.7913 1.5400 0.0331 0.6691 0.0304 0.5703 3.3312 1.4451 0.8597 0.0199 77.3714 913.3503 0.3861 -1.3039 131.4951 0.6614
1.6823 1.6517 0.0449 0.3673 0.0258 -0.5817 3.3340 1.4511 0.9819 0.0009 20.5178 213.4249 0.9417 -0.7081 110.2384 -0.0411
1.8360 1.4832 0.0000 0.2153 0.0286 0.3472 3.3192 1.4349 0.8079 0.0044 510.9708 164.3210 3.3396 0.8540 163.1867 0.7298
1.7601 1.5708 0.0230 0.0465 0.0291 0.5496 3.3309 1.4471 0.8924 0.0081 710.2202 226.8253 1.7819 0.3662 123.7204 -0.9300
1.8037 1.4894 0.0272 0.9589 0.0127 0.8573 3.2931 1.4256 0.8258 0.0192 1224.3104 1172.2724 4.2556 0.6354 196.4761 -0.9044
1.9084 1.3909 0.0061 0.9304 0.0449 0.4633 3.2993 1.4148 0.7288 0.0121 30.3011 150.9444 0.9231 -0.7480 233.0627 -0.9965
1.8207 1.4934 0.0063 -0.6086 0.0434 0.8973 3.3141 1.4341 0.8202 0.0154 228.1063 356.5850 0.7318 -0.2106 167.1027 -0.7885
1.7945 1.5332 0.0489 0.6838 0.0119 0.2153 3.3277 1.4431 0.8544 0.0192 61.7281 1221.1162 1.1584 -0.7206 137.4375 -0.4047
1.6982 1.5638 0.0425 0.7278 0.0445 0.9408 3.2620 1.4184 0.9209 0.0362 1792.9449 1548.0666 3.8685 0.6884 223.1078 0.9715
1.7630 1.5622 0.0392 -0.3323 0.0201 0.3098 3.3252 1.4442 0.8861 -0.0040 37.6615 478.5710 4.3859 -0.4704 132.5199 0.9942
1.7275 1.6282 0.0079 0.3110 0.0494 0.3058 3.3556 1.4599 0.9425 0.0086 622.6017 89.7688 1.0571 0.0561 82.6158 -0.4001
1.7421 1.5407 0.0355 0.5063 0.0050 -0.4897 3.2828 1.4257 0.8844 0.0084 30.6368 832.2496 4.3190 0.3178 195.1287 0.8600
1.8618 1.4928 0.0333 0.9525 0.0028 -0.1557 3.3546 1.4495 0.8018 0.0174 2.5331 498.8319 4.3923 -0.3974 116.4440 0.8079
1.9310 1.4522 0.0181 0.0708 0.0389 0.9683 3.3833 1.4549 0.7521 0.0169 481.9727 511.5839 1.6691 -0.7961 98.3190 -0.2631
1.6655 1.6641 0.0455 -0.4480 0.0216 0.9428 3.3296 1.4493 0.9991 -0.0000 1215.1714 155.6872 3.3741 0.5436 116.0494 -0.7097
1.7716 1.5648 0.0433 0.8177 0.0135 0.0240 3.3364 1.4489 0.8833 0.0190 1541.7245 1432.8408 0.5562 -0.3016 118.4876 0.0107
1.6342 1.6122 0.0208 0.9910 0.0004 0.0188 3.2464 1.4130 0.9865 0.0104 232.6974 267.3388 1.2528 -0.3479 240.4334 0.9585
1.7445 1.5547 0.0160 0.9680 0.0456 0.4755 3.2992 1.4332 0.8912 0.0184 1534.3308 1201.7350 4.4933 -0.0010 170.6387 0.8787
1.9506 1.4047 0.0495 0.7372 0.0273 0.4715 3.3553 1.4371 0.7201 0.0266 163.7395 522.7795 4.0303 0.5843 157.1145 0.5602
1.7387 1.5680 0.0159 -0.1297 0.0289 0.8513 3.3067 1.4370 0.9019 0.0106 863.4794 277.2289 3.2532 0.8657 156.9743 0.9949
1.7473 1.5734 0.0054 0.7025 0.0378 0.6596 3.3208 1.4431 0.9005 0.0138 696.5886 139.9289 0.6587 -0.7574 137.3601 0.6022
1.7603 1.6165 0.0348 -0.0660 0.0430 0.8677 3.3767 1.4682 0.9183 0.0167 325.9511 787.2699 3.9563 -0.4728 56.9485 -0.1952
1.7305 1.5945 0.0127 0.8717 0.0481 0.6912 3.3250 1.4458 0.9214 0.0217 714.7195 30.2538 3.8322 0.7542 129.4179 0.5600
1.8106 1.5458 0.0377 0.8460 0.0467 -0.4744 3.3564 1.4555 0.8538 0.0070 683.8120 201.6901 0.6300 -1.3172 96.3598 0.5592
1.8184 1.5357 0.0227 0.0032 0.0270 0.9740 3.3542 1.4538 0.8445 0.0121 81.5871 320.6457 0.0541 -0.9712 102.9772 0.6353
1.6806 1.6425 0.0292 -0.3156 0.0427 0.3062 3.3230 1.4463 0.9773 0.0018 168.9943 353.6868 1.2322 -0.8170 126.0298 -0.5687
1.8496 1.5262 0.0274 0.8171 0.0364 0.7025 3.3758 1.4613 0.8252 0.0238 1125.7536 925.0293 6.2814 -0.6888 78.8667 0.3589
1.7319 1.5781 0.0233 0.7418 0.0047 -0.6467 3.3100 1.4389 0.9112 0.0076 1114.3978 516.7952 3.7370 0.7155 151.1772 -0.7259
1.8392 1.4541 0.0375 0.3365 0.0393 0.9100 3.2933 1.4217 0.7906 0.0229 129.3158 384.0403 1.0132 -0.6187 210.5173 0.8799
1.7169 1.5678 0.0487 0.5255 0.0166 0.6792 3.2847 1.4280 0.9131 0.0188 358.9267 209.4057 1.3376 -0.7509 188.7977 -0.7466
1.7021 1.6299 0.0172 0.0929 0.0305 -0.3646 3.3320 1.4499 0.9576 -0.0046 125.7522 384.2148 0.5819 -0.5454 113.1159 -0.4293
1.7124 1.5688 0.0388 -0.0404 0.0450 0.3279 3.2812 1.4266 0.9162 0.0062 226.8239 843.0060 3.6673 0.6928 192.0567 0.9344
1.7137 1.5646 0.0137 -0.6696 0.0342 0.6841 3.2783 1.4252 0.9130 0.0064 90.5222 102.2943 4.0859 0.6888 197.1944 -0.7910
1.6571 1.6266 0.0093 0.8196 0.0168 0.6673 3.2837 1.4293 0.9816 0.0094 363.3767 190.2046 4.3423 0.3495 183.8760 0.7246
1.6789 1.6513 0.0178 -0.4921 0.0478 0.6963 3.3301 1.4495 0.9836 0.0121 778.0327 45.0295 0.9096 -0.1785 116.3941 0.0135
1.8108 1.4692 0.0386 0.8018 0.0371 0.2835 3.2800 1.4184 0.8114 0.0218 1112.1604 1119.5182 3.8409 0.6309 221.7313 0.8563
1.6417 1.6252 0.0409 -0.9836 0.0438 0.9250 3.2670 1.4220 0.9899 -0.0001 275.3569 19.2115 4.3416 0.2005 207.8034 0.9779
1.7099 1.5512 0.0485 0.6814 0.0192 0.5787 3.2612 1.4175 0.9072 0.0226 450.7769 1670.7003 4.5563 0.2367 225.7151 -0.9708
2.0045 1.3949 0.0461 0.8720 0.0397 0.5980 3.3994 1.4509 0.6959 0.0335 745.7601 740.3231 3.5938 0.7149 111.9995 -0.6531
1.6864 1.5657 0.0385 0.1183 0.0241 -0.4326 3.2521 1.4144 0.9284 -0.0027 350.3526 74.5455 4.3582 0.2513 234.0066 0.9731
1.7966 1.5397 0.0358 0.3208 0.0067 -0.5821 3.3363 1.4470 0.8570 0.0044 326.7610 322.0616 1.0045 0.1973 123.5335 -0.7375
1.6980 1.5939 0.0027 0.6317 0.0490 0.8131 3.2919 1.4320 0.9387 0.0202 99.6237 924.9185 4.0818 0.5846 175.1953 0.7040
1.6954 1.6032 0.0306 0.7981 0.0375 0.0422 3.2986 1.4351 0.9456 0.0133 188.1024 928.2930 3.8746 0.6072 164.2898 0.8538
1.8279 1.5465 0.0439 0.7355 0.0294 -0.3514 3.3744 1.4626 0.8461 0.0128 71.0899 990.7497 3.8260 0.7166 74.1228 -0.2657
1.8382 1.4936 0.0472 0.9398 0.0034 0.1624 3.3318 1.4409 0.8126 0.0247 710.9321 2713.9341 0.0714 -0.5538 144.5329 -0.9554
1.7329 1.5528 0.0163 -0.1504 0.0486 0.7839 3.2857 1.4276 0.8961 0.0167 534.3939 15.1973 4.0455 0.5472 189.9141 0.8548
1.6552 1.6280 0.0072 -0.8658 0.0188 0.7502 3.2832 1.4290 0.9836 0.0039 95.6571 191.1288 4.4109 0.0951 184.2481 0.8331
1.7762 1.5386 0.0339 0.5519 0.0061 0.7581 3.3148 1.4384 0.8662 0.0122 155.1200 583.2745 1.1791 -0.8738 152.6038 -0.7327
1.6376 1.6204 0.0116 0.0749 0.0363 0.3038 3.2580 1.4181 0.9895 0.0059 66.8835 347.5939 0.9839 -0.6708 222.2815 0.9035
1.8000 1.5024 0.0374 0.2909 0.0272 0.6883 3.3024 1.4304 0.8346 0.0144 737.1481 1949.7677 1.2993 -0.3050 179.5400 0.7288
1.7754 1.5059 0.0005 -0.4721 0.0013 0.0773 3.2813 1.4225 0.8482 -0.0001 168.3680 99.7703 4.0692 0.4873 206.2809 0.9726
1.6950 1.5950 0.0397 0.6748 0.0184 -0.4152 3.2900 1.4312 0.9410 0.0101 61.5475 143.5617 1.3255 -0.7873 177.2388 -0.8093
1.7158 1.5674 0.0094 0.5688 0.0497 0.8851 3.2832 1.4273 0.9135 0.0238 658.9397 502.5572 4.1430 0.4816 191.2458 0.8611
1.8557 1.4652 0.0385 0.1432 0.0181 0.5081 3.3209 1.4335 0.7896 0.0071 699.3876 1836.2082 1.4070 -1.1827 168.4781 0.9656
1.6621 1.6018 0.0271 -0.4902 0.0360 0.5780 3.2638 1.4204 0.9637 0.0034 1387.1509 343.4925 1.1002 -0.7133 213.8624 -0.9744
1.7682 1.5703 0.0420 0.9890 0.0186 -0.1960 3.3386 1.4501 0.8881 0.0203 1759.8033 807.3748 4.5496 -0.0396 114.3465 0.3884
1.8258 1.4624 0.0202 0.4305 0.0345 0.6921 3.2882 1.4208 0.8010 0.0155 209.1383 2983.1757 4.1390 0.6274 212.5749 -0.8430
1.7192 1.5360 0.0381 0.8883 0.0063 0.0819 3.2552 1.4142 0.8934 0.0181 904.5730 62.5988 4.2450 0.4285 236.6852 0.9825
1.9213 1.4459 0.0382 0.5028 0.0403 0.5705 3.3672 1.4481 0.7526 0.0208 95.7220 310.2344 6.0725 -0.8421 120.6854 0.9562
1.7372 1.5526 0.0211 0.7308 0.0410 0.7889 3.2898 1.4293 0.8937 0.0234 3426.9002 559.5561 3.5938 0.5972 184.1818 0.8109
1.8112 1.5251 0.0285 0.2475 0.0189 0.5057 3.3364 1.4458 0.8420 0.0082 126.7033 183.7409 0.3402 -0.6273 127.8440 -0.7387
1.8123 1.5397 0.0354 0.7856 0.0026 0.0113 3.3519 1.4532 0.8496 0.0150 401.5803 178.4526 3.4872 0.6091 104.3894 -0.5946
1.8518 1.5107 0.0253 -0.1730 0.0467 0.6919 3.3624 1.4545 0.8158 0.0121 401.3880 744.3290 3.6703 1.0269 99.2858 -0.2592
1.7469 1.5295 0.0072 0.1547 0.0320 0.8219 3.2764 1.4223 0.8756 0.0129 64.5254 717.3027 4.2973 0.3869 207.3728 0.8390
1.7506 1.5580 0.0057 0.9178 0.0351 0.4501 3.3087 1.4373 0.8900 0.0102 391.9301 395.5444 0.9422 -0.6614 156.7980 0.6004
1.7035 1.6445 0.0140 0.5798 0.0074 0.4020 3.3481 1.4571 0.9654 0.0056 304.3445 161.3794 3.7116 0.6206 91.5991 -0.1533
1.6718 1.6224 0.0250 0.1589 0.0238 -0.1112 3.2942 1.4337 0.9705 0.0007 363.0298 277.0346 1.1464 0.2051 167.6349 -0.9055
1.6768 1.5723 0.0331 0.2909 0.0133 0.3343 3.2492 1.4134 0.9377 0.0071 290.7116 120.2217 4.6833 0.7437 238.8887 0.9371
1.6791 1.6509 0.0217 0.1715 0.0058 -0.9486 3.3300 1.4494 0.9831 -0.0008 48.1345 466.3357 4.3387 -0.4943 115.9600 0.9003
2.0346 1.3484 0.0410 0.9012 0.0445 0.8937 3.3830 1.4359 0.6627 0.0381 593.9976 656.3670 4.4501 -0.1575 161.7029 0.8443
1.7373 1.6107 0.0491 0.5533 0.0179 -0.7462 3.3480 1.4561 0.9272 0.0077 207.7990 197.4866 4.9172 -0.4787 94.9713 0.6044
1.7361 1.5567 0.0063 0.1246 0.0255 0.9717 3.2928 1.4307 0.8967 0.0121 612.8874 400.4871 0.6588 -0.7395 178.7099 0.9364
1.8116 1.5552 0.0346 0.7319 0.0113 0.0876 3.3669 1.4604 0.8585 0.0141 241.3893 130.0865 1.6131 -0.3491 81.1343 -0.2165
1.6812 1.6032 0.0201 0.3880 0.0167 0.7156 3.2844 1.4291 0.9536 0.0098 933.8127 1017.2395 0.5669 -0.3008 183.8541 0.8572
1.7032 1.6021 0.0021 -0.9310 0.0357 0.9349 3.3053 1.4379 0.9406 0.0152 946.3159 1799.4631 1.2368 -0.8631 154.5077 -0.3761
1.7269 1.5915 0.0182 -0.5460 0.0073 0.2240 3.3184 1.4430 0.9216 -0.0044 32.3682 487.5325 1.4600 0.2712 136.2942 0.8657
1.7633 1.4974 0.0037 -0.5849 0.0498 0.5478 3.2608 1.4137 0.8492 0.0114 123.2398 657.3046 4.1618 0.4769 237.7091 0.9668
1.7114 1.5817 0.0393 0.8685 0.0360 -0.1647 3.2930 1.4320 0.9242 0.0149 880.7299 135.0119 0.9977 -0.9516 174.6234 -0.6453
1.7391 1.5257 0.0209 0.5233 0.0104 -0.6333 3.2648 1.4174 0.8773 0.0027 464.0788 261.4721 4.4042 -0.1351 223.9692 0.9891
1.7307 1.5400 0.0068 0.5974 0.0429 0.4136 3.2706 1.4207 0.8898 0.0105 835.7988 814.1362 1.3953 -0.6516 212.7971 -0.8396
1.6438 1.5906 0.0188 0.5675 0.0057 0.2109 3.2344 1.4076 0.9676 0.0060 302.2669 496.7613 4.0248 0.6142 259.6598 0.9893
1.8973 1.4758 0.0210 0.4444 0.0409 0.7409 3.3731 1.4544 0.7778 0.0185 319.8648 252.0956 4.4561 -0.3093 100.0163 0.5848
1.7156 1.5515 0.0030 -0.8239 0.0234 0.4795 3.2671 1.4199 0.9044 0.0040 94.0267 445.1840 4.3448 0.5983 215.2493 -0.8738
1.7360 1.5809 0.0255 -0.7740 0.0299 0.8274 3.3169 1.4418 0.9107 0.0015 379.0118 75.3121 4.4377 -0.0804 140.3455 0.6564
1.7673 1.5188 0.0323 0.4500 0.0485 0.2976 3.2861 1.4254 0.8594 0.0145 107.2502 3060.1830 0.8877 -0.1184 196.6116 -0.8737
1.7787 1.5178 0.0245 -0.5441 0.0473 0.7522 3.2965 1.4295 0.8533 0.0092 91.7394 187.0992 4.4537 -0.1055 182.6104 0.9780
1.6934 1.6143 0.0262 0.4526 0.0465 0.6229 3.3077 1.4393 0.9533 0.0202 590.2081 1916.6845 0.5888 -0.3252 150.1595 -0.8220
1.7108 1.5645 0.0009 -0.3068 0.0087 0.1855 3.2753 1.4240 0.9145 0.0006 45.7121 137.6488 4.0815 0.8438 200.9518 -0.9885
1.6997 1.5682 0.0209 -0.0918 0.0022 0.7710 3.2679 1.4211 0.9226 -0.0002 215.1523 281.5024 1.2973 -0.4353 211.1363 0.8484
1.7977 1.5497 0.0096 0.9369 0.0352 -0.0541 3.3474 1.4523 0.8620 0.0040 119.7653 145.4094 0.3345 -0.3090 107.0383 0.5867
1.7505 1.5485 0.0375 0.3113 0.0190 0.9205 3.2990 1.4327 0.8846 0.0144 127.9819 509.9014 0.7410 -0.7205 172.0271 0.8286
1.8537 1.5379 0.0096 0.7683 0.0308 0.5166 3.3917 1.4686 0.8296 0.0112 195.4502 109.4617 4.4243 -0.0163 55.0450 0.3126
1.7843 1.5403 0.0188 0.8084 0.0141 0.4953 3.3246 1.4424 0.8633 0.0114 459.2929 524.5752 3.4935 0.8352 139.2537 0.8267
1.6541 1.6073 0.0211 0.7261 0.0278 0.6800 3.2614 1.4195 0.9717 0.0171 23.4537 456.0655 4.5778 0.8437 217.9903 0.9394
1.8077 1.4680 0.0490 0.5033 0.0284 0.5840 3.2758 1.4166 0.8121 0.0210 740.2497 742.0339 4.3178 0.4829 227.6908 -0.9182
1.6783 1.5731 0.0179 -0.5346 0.0370 0.6995 3.2513 1.4143 0.9373 0.0076 354.9351 63.7383 1.1680 -0.3189 235.4882 0.9480
1.7990 1.5525 0.0027 -0.0429 0.0394 -0.0326 3.3516 1.4541 0.8630 -0.0007 4.0835 20.4083 1.4526 -0.1484 100.2554 0.1888
1.8496 1.5124 0.0307 0.5453 0.0138 0.4039 3.3621 1.4546 0.8177 0.0117 39.9247 338.5565 1.4178 -0.0906 99.6011 0.4346
1.6729 1.6295 0.0225 0.8510 0.0333 -0.2434 3.3024 1.4373 0.9741 0.0057 607.1293 589.7376 4.2524 0.3418 156.0645 0.6639
1.7149 1.5868 0.0153 0.1919 0.0011 0.1292 3.3017 1.4359 0.9253 0.0016 293.4781 212.8509 1.5130 0.0049 160.5482 -0.8223
1.8061 1.5408 0.0013 -0.8983 0.0428 0.3800 3.3469 1.4513 0.8531 0.0069 835.1734 1596.0646 3.7642 0.6384 109.4967 0.5565
1.6733 1.6524 0.0198 0.6390 0.0353 -0.0767 3.3257 1.4476 0.9875 0.0050 69.1969 738.9318 1.3482 0.3720 122.0773 0.7956
1.6773 1.6113 0.0466 0.6040 0.0213 0.1613 3.2885 1.4311 0.9606 0.0160 151.1712 461.4821 0.9988 -0.9250 178.2873 -0.7527
1.8304 1.4827 0.0241 0.7841 0.0495 0.6329 3.3130 1.4325 0.8100 0.0245 1213.6091 1688.8490 1.3636 -0.3046 172.8725 0.7832
1.7414 1.5551 0.0345 0.0366 0.0358 0.2355 3.2965 1.4321 0.8931 0.0046 325.7079 4.6986 3.9586 0.7637 173.2273 -0.8047
1.8309 1.4979 0.0281 0.4525 0.0144 0.6808 3.3288 1.4402 0.8182 0.0114 397.6256 354.7588 4.1430 0.5122 146.3125 -0.5921
1.7499 1.5736 0.0100 0.1645 0.0229 0.6778 3.3235 1.4442 0.8992 0.0082 125.1136 196.9459 1.2527 -0.4471 133.5588 0.4706
1.7115 1.6069 0.0308 0.2913 0.0218 -0.1920 3.3184 1.4436 0.9388 0.0026 24.8592 528.0865 1.5705 -0.3460 134.8265 -0.6728
1.7758 1.5635 0.0456 0.9111 0.0483 0.0137 3.3393 1.4500 0.8805 0.0224 57.5138 830.1785 1.3128 -0.4314 115.4296 -0.1379
1.6455 1.6141 0.0235 0.8147 0.0460 -0.2882 3.2596 1.4187 0.9809 0.0031 1245.0329 387.4480 4.1939 0.4124 219.4220 0.9487
